Name,Year,Conference,points,points_avg,fg_made,fg_attempted,fg_pct,ft_made,ft_attempted,ft_pct,threefg_made,threefg_attempted,threefg_pct,rebounds_total,rebounds_total_avg,rebounds_offensive,rebounds_offensive_avg,rebounds_defensive,rebounds_defensive_avg,assists,assists_avg,assist_turnover_ratio,assist_pct,turnovers,turnovers_avg,turnover_pct,steals,steals_avg,steal_pct,blocks,blocks_avg,block_pct,fouls,fouls_avg,dqs,possessions,possessions_avg,points_possession_avg,floor_pct,efficiency,effective_fg_pct,true_shooting_pct,ft_rate_pct,fg_dist_pct,Seeds,Game Region,Game ID,Unique Game ID,Round 1 game score,R1 Class 1=win
Holy Cross,2001 2002,Patriot,2083,63.1,694,1709,40.6,547,791,69.2,148,438,33.8,1177,35.7,420,12.7,757,22.9,438,13.3,0.9,63.1,470,14.2,22,259,7.8,12.1,103,3.1,6.2,604,18.3,9,2129,64.5,1,51.1,97.8,44.9,49.9,46.2,66.6,16,Midwest,MW1,2002MW1,59,0
Kansas,2001 2002,Big 12,3365,90.9,1259,2487,50.6,623,867,71.9,224,537,41.7,1638,44.3,557,15.1,1081,29.2,767,20.7,1.3,60.9,602,16.3,20.5,353,9.5,12,205,5.5,8.3,669,18.1,12,2933,79.3,1.1,58.7,114.7,55.1,58,34.8,74.8,1,Midwest,MW1,2002MW1,70,1
Western Kentucky,2001 2002,Sun Belt,2491,77.8,876,1884,46.5,460,658,69.9,279,734,38,1229,38.4,410,12.8,819,25.6,497,15.5,1.1,56.7,456,14.3,20.2,228,7.1,10.1,106,3.3,5.9,615,19.2,7,2248,70.2,1.1,54.9,110.8,53.9,56.7,34.9,70.3,9,Midwest,MW2,2002MW2,68,0
Stanford,2001 2002,Pac 12,2420,80.7,822,1823,45.1,569,813,70,207,608,34,1254,41.8,446,14.9,808,26.9,480,16,1.2,58.3,409,13.6,18.8,152,5.1,7,130,4.3,7.1,582,19.4,11,2169,72.3,1.1,56.8,111.6,50.7,54.7,44.5,67.9,8,Midwest,MW2,2002MW2,84,1
Florida,2001 2002,SEC,2495,80.5,892,1899,47,479,687,69.7,232,658,35.3,1203,38.8,430,13.9,773,24.9,519,16.7,1.1,58.1,463,14.9,20.5,307,9.9,13.6,141,4.5,7.9,580,18.7,10,2255,72.7,1.1,55.9,110.6,53,56,36.1,71.5,5,Midwest,MW3,2002MW3,82,0
Creighton,2001 2002,Missouri Valley,2421,75.7,849,1829,46.4,493,675,73,230,619,37.2,1142,35.7,384,12,758,23.7,488,15.3,1.1,57.4,458,14.3,20.6,261,8.2,11.7,125,3.9,7.1,599,18.7,8,2223,69.5,1.1,53.9,108.9,52.7,56.3,36.9,70.1,12,Midwest,MW3,2002MW3,83,1
San Diego State,2001 2002,Mountain West,2455,74.4,906,1902,47.6,496,752,66,147,409,35.9,1219,36.9,400,12.1,819,24.8,472,14.3,0.9,52,508,15.4,21.4,225,6.8,9.4,123,3.7,6.6,689,20.9,21,2369,71.8,1,54.1,103.6,51.4,54.3,39.5,73.8,13,Midwest,MW4,2002MW4,64,0
Illinois,2001 2002,Big Ten,2708,77.4,908,1932,47,638,862,74,254,692,36.7,1264,36.1,392,11.2,872,24.9,590,16.9,1.2,64.9,512,14.6,20.8,258,7.4,10.4,141,4,7.1,691,19.7,19,2458,70.2,1.1,53.1,110.2,53.5,57.8,44.6,67,4,Midwest,MW4,2002MW4,93,1
McNeese State,2001 2002,Southland,2102,70.1,743,1687,44,445,681,65.3,171,466,36.7,1137,37.9,406,13.5,731,24.4,387,12.9,0.8,52,480,16,23,260,8.7,12.5,153,5.1,9.3,576,19.2,14,2079,69.3,1,53,101.1,49.1,52.2,40.3,70.6,14,Midwest,MW5,2002MW5,58,0
Mississippi State,2001 2002,SEC,2582,73.8,943,1965,48,504,772,65.3,192,551,34.8,1359,38.8,457,13.1,902,25.8,566,16.2,1,60,583,16.7,23.5,294,8.4,11.8,123,3.5,5.9,618,17.7,10,2471,70.6,1,54.9,104.5,52.8,55.3,39.2,73,3,Midwest,MW5,2002MW5,70,1
Boston College,2001 2002,Big East,2354,73.6,801,1913,41.9,540,776,69.6,212,629,33.7,1193,37.3,452,14.1,741,23.2,429,13.4,1,53.5,449,14,19.7,259,8.1,11.3,105,3.3,5.7,657,20.5,16,2274,71.1,1,53,103.5,47.4,51.5,40.5,68,11,Midwest,MW6,2002MW6,57,0
Texas,2001 2002,Big 12,2657,78.1,949,2096,45.3,559,814,68.7,200,544,36.8,1356,39.9,524,15.4,832,24.5,516,15.2,1.1,54.3,466,13.7,19.2,211,6.2,8.6,131,3.9,6.4,658,19.4,13,2427,71.4,1.1,57.4,109.5,50,53.5,38.8,71.4,6,Midwest,MW6,2002MW6,70,1
Pepperdine,2001 2002,West Coast,2519,81.3,906,1992,45.5,474,663,71.5,233,635,36.7,1176,37.9,410,13.2,766,24.7,445,14.4,1,49.1,448,14.5,19.1,222,7.2,9.4,156,5,8.3,643,20.7,12,2337,75.4,1.1,53.9,107.8,51.3,54.5,33.2,71.9,10,Midwest,MW7,2002MW7,74,0
Wake Forest,2001 2002,ACC,2789,82,1001,2094,47.8,547,741,73.8,240,655,36.6,1309,38.5,438,12.9,871,25.6,553,16.3,1.1,55.2,497,14.6,19.8,220,6.5,8.7,139,4.1,6.5,655,19.3,12,2503,73.6,1.1,55.5,111.4,53.5,57,35.3,71.7,7,Midwest,MW7,2002MW7,83,1
Montana,2001 2002,Big Sky,2218,71.5,760,1671,45.5,485,721,67.3,213,597,35.7,1048,33.8,306,9.9,742,23.9,452,14.6,1,59.4,466,15,21.5,166,5.4,7.6,118,3.8,6.6,646,20.8,15,2164,69.8,1,49.8,102.5,51.8,55,43.1,68.5,15,Midwest,MW8,2002MW8,62,0
Oregon,2001 2002,Pac 12,2994,85.5,1014,2082,48.7,662,861,76.9,304,721,42.2,1280,36.6,384,11,896,25.6,578,16.5,1.2,57,482,13.8,18.5,261,7.5,10,114,3.3,5.2,631,18,11,2601,74.3,1.2,54.5,115.1,56,60,41.3,67.7,2,Midwest,MW8,2002MW8,81,1
Winthrop,2001 2002,Big South,2092,67.5,725,1735,41.8,448,684,65.5,194,630,30.8,1176,37.9,405,13.1,771,24.9,362,11.7,0.8,49.9,460,14.8,21.7,237,7.6,11.1,129,4.2,7.6,602,19.4,8,2119,68.4,1,51.4,98.7,47.3,50.7,39.4,69.3,16,South,S1,2002S1,37,0
Duke,2001 2002,ACC,3112,88.9,1093,2209,49.5,625,906,69,301,830,36.3,1303,37.2,428,12.2,875,25,625,17.9,1.2,57.1,501,14.3,18.5,350,10,12.9,113,3.2,5.3,655,18.7,8,2697,77.1,1.2,56.1,115.4,56.2,58.9,41,70.2,1,South,S1,2002S1,84,1
Charlotte,2001 2002,C-USA,2205,73.5,761,1730,44,436,616,70.8,247,676,36.5,1136,37.9,377,12.6,759,25.3,416,13.9,1,54.6,408,13.6,19.8,203,6.8,9.8,72,2.4,4.1,539,18,16,2057,68.6,1.1,53.2,107.2,51.1,54.5,35.6,69,9,South,S2,2002S2,63,0
Notre Dame,2001 2002,Big East,2601,78.8,934,2037,45.9,489,690,70.9,244,644,37.9,1351,40.9,436,13.2,915,27.7,629,19.1,1.4,67.3,435,13.2,18.3,259,7.8,10.9,163,4.9,7.7,548,16.6,13,2365,71.7,1.1,55.4,110,51.8,54.9,33.8,71.8,8,South,S2,2002S2,82,1
Utah,2001 2002,Mountain West,2018,67.3,688,1467,46.9,406,603,67.3,236,582,40.5,912,30.4,263,8.8,649,21.6,439,14.6,1.1,63.8,397,13.2,21,180,6,9.5,82,2.7,5.6,565,18.8,12,1884,62.8,1.1,51,107.1,54.9,57.5,41.1,68.1,12,South,S3,2002S3,56,0
Indiana,2001 2002,Big Ten,2607,70.5,916,1990,46,505,726,69.6,270,659,41,1303,35.2,406,11,897,24.2,544,14.7,1.1,59.3,508,13.7,20.7,254,6.9,10.3,190,5.1,9.1,629,17,9,2444,66.1,1.1,52.9,106.7,52.8,55.8,36.4,70.2,5,South,S3,2002S3,75,1
USC,2001 2002,Pac 12,2494,77.9,909,2063,44.1,475,686,69.2,201,580,34.7,1231,38.5,455,14.2,776,24.3,504,15.8,1.3,55.4,391,12.2,16.8,287,9,12.3,128,4,7,634,19.8,16,2321,72.5,1.1,55.5,107.5,48.9,52.2,33.2,72.8,4,South,S4,2002S4,89,0
North Carolina-Wilmington,2001 2002,CAA,2240,67.9,784,1803,43.5,451,655,68.9,221,592,37.3,1136,34.4,374,11.3,762,23.1,453,13.7,1.1,57.7,403,12.2,18.7,275,8.3,12.8,104,3.2,5.9,599,18.2,8,2148,65.1,1,52.4,104.3,49.6,52.9,36.3,70,13,South,S4,2002S4,93,1
Central Connecticut State,2001 2002,NEC,2280,71.3,814,1778,45.8,513,697,73.6,139,397,35,1248,39,418,13.1,830,25.9,420,13.1,0.9,51.5,480,15,22,215,6.7,9.8,103,3.2,5.5,514,16.1,9,2173,67.9,1,54.5,104.9,49.6,54,39.2,71.4,14,South,S5,2002S5,54,0
Pittsburgh,2001 2002,Big East,2530,72.3,928,1974,47,454,751,60.5,220,682,32.3,1347,38.5,464,13.3,883,25.2,590,16.9,1.2,63.5,497,14.2,21,234,6.7,9.9,156,4.5,8,611,17.5,11,2360,67.4,1.1,56.3,107.2,52.5,54.2,38,73.3,3,South,S5,2002S5,71,1
Pennsylvania,2001 2002,Ivy League,2342,73.2,815,1701,47.9,446,609,73.2,266,667,39.9,1035,32.3,265,8.3,770,24.1,561,17.5,1.3,68.8,421,13.2,19.7,209,6.5,9.7,108,3.4,6.1,564,17.6,11,2135,66.7,1.1,50.8,109.7,55.7,58.8,35.8,69.5,11,South,S6,2002S6,75,0
California,2001 2002,Pac 12,2310,72.2,835,1849,45.2,453,669,67.7,187,595,31.4,1087,34,365,11.4,722,22.6,487,15.2,1.2,58.3,423,13.2,19,254,7.9,11.4,132,4.1,7.5,617,19.3,6,2219,69.3,1,52.8,104.1,50.2,53.3,36.1,72.2,6,South,S6,2002S6,82,1
Oklahoma State,2001 2002,Big 12,2293,71.7,835,1863,44.8,456,708,64.4,167,510,32.7,1278,39.9,481,15,797,24.9,460,14.4,0.9,55,487,15.2,22,248,7.8,11.2,110,3.4,5.9,578,18.1,18,2207,69,1,56,103.9,49.3,52.1,38,72.8,7,South,S7,2002S7,61,0
Kent State,2001 2002,MAC,2732,75.9,986,2102,46.9,536,736,72.8,224,614,36.5,1322,36.7,474,13.2,848,23.6,482,13.4,1.2,48.8,394,10.9,16.6,229,6.4,9.6,71,2,3.6,685,19,7,2369,65.8,1.2,58.4,115.3,52.2,55.7,35,72.1,10,South,S7,2002S7,69,1
Florida Atlantic,2001 2002,Atlantic Sun,2303,74.3,859,2011,42.7,407,611,66.6,178,527,33.8,1212,39.1,505,16.3,707,22.8,483,15.6,1,56.2,474,15.3,20.8,294,9.5,12.9,108,3.5,5.9,608,19.6,5,2275,73.4,1,54.8,101.2,47.1,50,30.3,74.5,15,South,S8,2002S8,78,0
Alabama,2001 2002,SEC,2658,75.9,910,2071,43.9,621,844,73.6,217,703,30.9,1371,39.2,509,14.5,862,24.6,460,13.1,0.9,50.5,491,14,20.1,257,7.3,10.5,110,3.1,5.4,653,18.7,7,2442,69.8,1.1,55.3,108.8,49.1,53.7,40.7,68.4,2,South,S8,2002S8,86,1
Boston University,2001 2002,America East,2147,67.1,748,1767,42.3,448,651,68.8,203,567,35.8,1200,37.5,393,12.3,807,25.2,399,12.5,1,53.3,415,13,19.7,192,6,9.1,84,2.6,4.7,601,18.8,6,2103,65.7,1,52.2,102.1,48,51.7,36.8,69.6,16,West,W1,2002W1,52,0
Cincinnati,2001 2002,C-USA,2738,78.2,967,2071,46.7,595,839,70.9,209,577,36.2,1396,39.9,462,13.2,934,26.7,471,13.5,1.1,48.7,414,11.8,17.1,167,4.8,6.9,149,4.3,7.3,628,17.9,11,2419,69.1,1.1,57.5,113.2,51.7,55.4,40.5,70.6,1,West,W1,2002W1,90,1
Mississippi,2001 2002,SEC,2232,72,745,1618,46,507,687,73.8,235,618,38,1030,33.2,334,10.8,696,22.5,427,13.8,0.9,57.3,475,15.3,22.7,226,7.3,10.8,57,1.8,3.5,609,19.6,12,2086,67.3,1.1,51.5,107,53.3,57.3,42.4,66.7,9,West,W2,2002W2,58,0
UCLA,2001 2002,Pac 12,2476,75,902,1912,47.2,449,649,69.2,223,572,39,1209,36.6,393,11.9,816,24.7,478,14.5,1,52.9,496,15,21.3,182,5.5,7.8,93,2.8,4.6,557,16.9,7,2320,70.3,1.1,53.7,106.7,53,55.7,33.9,72.8,8,West,W2,2002W2,80,1
Miami (FL),2001 2002,Big East,2395,74.8,818,1903,43,523,678,77.1,236,684,34.5,1174,36.7,388,12.1,786,24.6,525,16.4,1.1,64.1,460,14.4,20,285,8.9,12.4,190,5.9,10,590,18.4,5,2296,71.8,1,51,104.3,49.1,53.8,35.6,68.3,5,West,W3,2002W3,80,0
Missouri,2001 2002,Big 12,2877,79.9,1031,2253,45.8,489,709,69,326,834,39.1,1415,39.3,535,14.9,880,24.4,539,15,1.1,52.2,512,14.2,19.9,264,7.3,10.2,154,4.3,7.2,689,19.1,21,2565,71.2,1.1,56.6,112.2,52.9,55.5,31.4,71.6,12,West,W3,2002W3,93,1
Davidson,2001 2002,SoCon,2192,70.7,776,1779,43.6,391,573,68.2,249,706,35.3,1193,38.5,369,11.9,824,26.6,484,15.6,1,62.3,486,15.7,22.4,210,6.8,9.6,115,3.7,6.3,565,18.2,19,2167,69.9,1,50.5,101.2,50.6,53.4,32.2,70.8,13,West,W4,2002W4,64,0
Ohio State,2001 2002,Big Ten,2362,73.8,825,1702,48.5,537,795,67.5,175,466,37.6,1051,32.8,351,11,700,21.9,483,15.1,1.1,58.5,421,13.2,19.7,193,6,9,75,2.3,4.4,605,18.9,9,2135,66.7,1.1,55.3,110.6,53.6,56.7,46.7,69.8,4,West,W4,2002W4,69,1
UC-Santa Barbara,2001 2002,Big West,2066,66.6,693,1544,44.9,479,634,75.6,201,499,40.3,1079,34.8,301,9.7,778,25.1,454,14.6,1.1,65.5,423,13.6,21.5,171,5.5,8.7,87,2.8,5.3,562,18.1,10,1964,63.4,1.1,50.5,105.2,51.3,55.9,41,67,14,West,W5,2002W5,81,0
Arizona,2001 2002,Pac 12,2793,82.1,935,2039,45.9,665,910,73.1,258,686,37.6,1286,37.8,430,12.6,856,25.2,526,15.5,1.1,56.2,478,14.1,19,207,6.1,8.2,103,3,4.6,609,17.9,16,2515,74,1.1,54.2,111.1,52.1,56.5,44.6,66.9,3,West,W5,2002W5,86,1
Gonzaga,2001 2002,West Coast,2677,81.1,907,1929,47,626,855,73.2,237,606,39.1,1372,41.6,425,12.9,947,28.7,522,15.8,1.1,57.5,458,13.9,19.3,189,5.7,7.9,114,3.5,5.6,559,16.9,11,2366,71.7,1.1,55.8,113.1,53.1,57.3,44.3,67.7,6,West,W6,2002W6,66,0
Wyoming,2001 2002,Mountain West,2324,75,795,1745,45.6,602,862,69.8,132,440,30,1245,40.2,394,12.7,851,27.5,418,13.5,0.9,52.5,449,14.5,20.3,212,6.8,9.5,135,4.4,7.5,614,19.8,17,2209,71.3,1.1,54.1,105.2,49.3,53.9,49.3,68.4,11,West,W6,2002W6,73,1
Hawaii,2001 2002,WAC,2367,71.7,818,1818,45,490,716,68.4,241,634,38,1103,33.4,338,10.2,765,23.2,546,16.5,1.3,66.7,407,12.3,18.3,230,7,10.3,116,3.5,6.3,604,18.3,16,2214,67.1,1.1,51.9,106.9,51.6,54.8,39.3,69.1,10,West,W7,2002W7,58,0
Xavier,2001 2002,A-10,2317,72.4,777,1732,44.9,566,785,72.1,197,553,35.6,1188,37.1,389,12.2,799,25,400,12.5,0.9,51.4,435,13.6,20.2,212,6.6,9.8,143,4.5,7.5,507,15.8,7,2150,67.2,1.1,53.8,107.8,50.5,55,45.3,67,7,West,W7,2002W7,70,1
UIC Illinois Chicago,2001 2002,Horizon,2503,73.6,862,1953,44.1,528,802,65.8,251,619,40.5,1180,34.7,423,12.4,757,22.3,462,13.6,1.1,53.5,435,12.8,18.5,195,5.7,8.3,48,1.4,2.5,697,20.5,12,2343,68.9,1.1,53.8,106.8,50.5,53.6,41,68.8,15,West,W8,2002W8,63,0
Oklahoma,2001 2002,Big 12,2807,78,1011,2281,44.3,549,716,76.7,236,674,35,1439,40,543,15.1,896,24.9,517,14.4,1.2,51.1,428,11.9,17,325,9,12.9,134,3.7,6.8,716,19.9,16,2513,69.8,1.1,57.3,111.7,49.4,53.5,31.3,72,2,West,W8,2002W8,71,1
South Carolina State,2002 2003,MEAC,2238,72.2,765,1683,45.5,547,782,69.9,161,484,33.3,1146,37,396,12.8,750,24.2,316,10.2,0.5,41.3,602,19.4,26.7,247,8,10.9,89,2.9,4.9,645,20.8,14,2254,72.7,1,50.8,99.3,50.2,54.4,46.4,68.3,16,East,E1,2003E1,54,0
Oklahoma,2002 2003,Big 12,2392,70.4,853,1912,44.6,436,629,69.3,250,638,39.2,1251,36.8,421,12.4,830,24.4,482,14.2,1.2,56.5,412,12.1,18.6,237,7,10.7,123,3.6,6.8,619,18.2,18,2210,65,1.1,54.8,108.2,51.1,54,32.8,71.3,1,East,E1,2003E1,71,1
NC State,2002 2003,ACC,2246,72.5,755,1656,45.6,488,634,77,248,696,35.6,989,31.9,302,9.7,687,22.2,456,14.7,1,60.3,440,14.2,21,238,7.7,11.3,100,3.2,6,579,18.7,12,2092,67.5,1.1,50.4,107.4,53,57.3,38.2,67.2,9,East,E2,2003E2,74,0
California,2002 2003,Pac 12,2301,74.2,847,1819,46.6,409,601,68.1,198,530,37.4,1095,35.3,350,11.3,745,24,487,15.7,1.1,57.4,433,14,19.8,203,6.5,9.2,87,2.8,4.8,533,17.2,5,2186,70.5,1.1,53.1,105.3,52,54.6,33,73.6,8,East,E2,2003E2,76,1
Mississippi State,2002 2003,SEC,2151,69.4,806,1718,46.9,366,543,67.4,173,507,34.1,1148,37,388,12.5,760,24.5,445,14.4,0.9,55.2,479,15.5,23.2,268,8.6,13,116,3.7,6.9,490,15.8,8,2061,66.5,1,54.3,104.4,51.9,54.4,31.6,74.9,5,East,E3,2003E3,46,0
Butler,2002 2003,Horizon,2229,67.5,786,1656,47.5,383,533,71.9,274,701,39.1,923,28,261,7.9,662,20.1,420,12.7,1.2,53.4,352,10.7,17.7,208,6.3,10.4,59,1.8,3.4,528,16,10,1986,60.2,1.1,52.1,112.2,55.7,58.3,32.1,70.5,12,East,E3,2003E3,47,1
Austin Peay,2002 2003,Ohio Valley,2204,71.1,758,1648,46,496,719,69,192,553,34.7,1084,35,339,10.9,745,24,424,13.7,0.9,55.9,476,15.4,22.4,225,7.3,10.6,143,4.6,8.1,568,18.3,9,2122,68.5,1,51.6,103.9,51.8,55.3,43.6,68.7,13,East,E4,2003E4,64,0
Louisville,2002 2003,C-USA,2612,81.6,902,1949,46.3,536,770,69.6,272,751,36.2,1220,38.1,419,13.1,801,25,529,16.5,1.2,58.6,427,13.3,18.3,236,7.4,10.1,148,4.6,8.2,723,22.6,17,2325,72.7,1.1,55.5,112.3,53.2,56.4,39.5,69,4,East,E4,2003E4,86,1
Manhattan,2002 2003,MAAC,2274,75.8,774,1730,44.7,560,711,78.8,166,480,34.6,1032,34.4,342,11.4,690,23,418,13.9,1,54,423,14.1,19.6,275,9.2,12.7,115,3.8,6.9,650,21.7,26,2149,71.6,1.1,51.8,105.8,49.5,54.9,41,68,14,East,E5,2003E5,65,0
Syracuse,2002 2003,Big East,2785,79.6,1020,2146,47.5,559,806,69.4,186,540,34.4,1421,40.6,478,13.7,943,26.9,523,14.9,1.1,51.2,494,14.1,19.4,298,8.5,11.7,247,7.1,10.9,590,16.9,14,2542,72.6,1.1,56.7,109.6,51.8,55,37.5,73.2,3,East,E5,2003E5,76,1
Pennsylvania,2002 2003,Ivy League,1958,69.9,668,1432,46.6,371,523,70.9,251,608,41.3,920,32.9,254,9.1,666,23.8,418,14.9,1.1,62.5,369,13.2,20.4,199,7.1,11,58,2.1,4,500,17.9,10,1803,64.4,1.1,51.1,108.6,55.4,58.2,36.5,68.2,11,East,E6,2003E6,63,0
Oklahoma State,2002 2003,Big 12,2224,69.5,800,1784,44.8,467,719,65,157,429,36.6,1166,36.4,397,12.4,769,24,407,12.7,0.9,50.8,475,14.8,21.5,286,8.9,13,172,5.4,9.6,643,20.1,30,2200,68.8,1,52.9,101.1,49.2,52.3,40.3,71.9,6,East,E6,2003E6,77,1
St. Joseph's (PA),2002 2003,A-10,2111,70.4,725,1637,44.3,422,615,68.6,239,658,36.3,1060,35.3,339,11.3,721,24,417,13.9,1.1,57.5,387,12.9,19.5,217,7.2,10.9,165,5.5,10,563,18.8,11,1979,66,1.1,52.5,106.7,51.5,54.7,37.5,68.6,7,East,E7,2003E7,63,0
Auburn,2002 2003,SEC,2408,70.8,879,1890,46.5,452,685,66,198,573,34.6,1200,35.3,417,12.3,783,23,454,13.4,0.8,51.6,541,15.9,23.1,268,7.9,11.4,174,5.1,8.9,561,16.5,9,2335,68.7,1,53.3,103.1,51.7,54.3,36.2,73,10,East,E7,2003E7,65,1
East Tennessee State,2002 2003,SoCon,2543,82,899,1933,46.5,578,791,73.1,167,474,35.2,1201,38.7,437,14.1,764,24.6,448,14.5,0.8,49.8,561,18.1,23,354,11.4,14.5,156,5,8.1,589,19,18,2429,78.4,1,53.5,104.7,50.8,55,40.9,70.7,15,East,E8,2003E8,73,0
Wake Forest,2002 2003,ACC,2412,77.8,805,1778,45.3,611,813,75.2,191,560,34.1,1292,41.7,459,14.8,833,26.9,441,14.2,0.9,54.7,475,15.3,21.8,201,6.5,9.2,143,4.6,7.7,578,18.6,17,2173,70.1,1.1,56.1,111,50.6,55.7,45.7,66.7,2,East,E8,2003E8,76,1
IUPUI,2002 2003,Mid-Continent,2423,71.3,833,1854,44.9,542,774,70,215,626,34.3,1120,32.9,404,11.9,716,21.1,457,13.4,0.8,54.8,548,16.1,23.2,289,8.5,12.2,61,1.8,3.3,656,19.3,18,2361,69.4,1,51.4,102.6,50.7,54.5,41.7,68.7,16,Midwest,MW1,2003MW1,64,0
Kentucky,2002 2003,SEC,2782,77.3,1026,2102,48.8,522,742,70.4,208,585,35.6,1324,36.8,467,13,857,23.8,574,15.9,1.1,55.9,501,13.9,20.1,281,7.8,11.2,176,4.9,8.8,625,17.4,4,2491,69.2,1.1,57.3,111.7,53.7,56.6,35.2,73.7,1,Midwest,MW1,2003MW1,95,1
Oregon,2002 2003,Pac 12,2689,81.5,934,2039,45.8,530,685,77.4,291,753,38.6,1190,36.1,377,11.4,813,24.6,567,17.2,1.1,60.7,504,15.3,20.2,263,8,10.5,91,2.8,4.5,692,21,15,2488,75.4,1.1,51.5,108.1,52.9,56.8,33.5,69.4,8,Midwest,MW2,2003MW2,58,0
Utah,2002 2003,Mountain West,2191,66.4,757,1679,45.1,441,620,71.1,236,620,38.1,1093,33.1,333,10.1,760,23,427,12.9,1,56.4,427,12.9,20.7,163,4.9,7.9,124,3.8,7.6,659,20,20,2058,62.4,1.1,51.7,106.5,52.1,55.5,36.9,69.1,9,Midwest,MW2,2003MW2,60,1
Weber State,2002 2003,Big Sky,2385,74.5,800,1710,46.8,596,816,73,189,576,32.8,1077,33.7,345,10.8,732,22.9,447,14,1.1,55.8,402,12.6,18.5,211,6.6,9.7,24,0.8,1.3,601,18.8,13,2162,67.6,1.1,54.2,110.3,52.3,56.8,47.7,67,12,Midwest,MW3,2003MW3,74,0
Wisconsin,2002 2003,Big Ten,2250,70.3,798,1723,46.3,453,619,73.2,201,563,35.7,1045,32.7,326,10.2,719,22.5,423,13.2,1.3,53,334,10.4,16.4,221,6.9,10.9,88,2.8,5.2,477,14.9,4,2025,63.3,1.1,54.6,111.1,52.1,55.7,35.9,70.9,5,Midwest,MW3,2003MW3,81,1
Dayton,2002 2003,A-10,2182,72.7,738,1638,45.1,479,670,71.5,227,633,35.9,1091,36.4,403,13.4,688,22.9,452,15.1,1.1,61.2,397,13.2,20.4,159,5.3,8.1,88,2.9,5.1,529,17.6,10,1945,64.8,1.1,56,112.2,51.9,55.7,40.9,67.6,4,Midwest,MW4,2003MW4,71,0
Tulsa,2002 2003,WAC,2423,73.4,877,1884,46.5,452,619,73,217,591,36.7,1221,37,365,11.1,856,25.9,488,14.8,1,55.6,467,14.2,20.4,242,7.3,10.6,159,4.8,8.1,564,17.1,10,2280,69.1,1.1,52.8,106.3,52.3,55.6,32.8,72.3,13,Midwest,MW4,2003MW4,84,1
Holy Cross,2002 2003,Patriot,2180,70.3,759,1643,46.2,492,695,70.8,170,469,36.2,1131,36.5,377,12.2,754,24.3,489,15.8,1.1,64.4,426,13.7,20.9,246,7.9,12,138,4.5,8.7,577,18.6,15,2034,65.6,1.1,54.9,107.2,51.3,55.2,42.3,69.6,14,Midwest,MW5,2003MW5,68,0
Marquette,2002 2003,C-USA,2589,78.5,901,1871,48.2,585,759,77.1,202,508,39.8,1208,36.6,427,12.9,781,23.7,533,16.2,1.2,59.1,438,13.3,19.5,198,6,8.8,117,3.5,5.9,622,18.8,10,2236,67.8,1.2,57.5,115.8,53.5,58,40.5,69.6,3,Midwest,MW5,2003MW5,72,1
Southern Illinois,2002 2003,Missouri Valley,2307,74.4,847,1801,47,422,603,70,191,494,38.7,1028,33.2,336,10.8,692,22.3,426,13.7,1.1,50.2,388,12.5,18.2,245,7.9,11.5,96,3.1,5.7,599,19.3,9,2128,68.6,1.1,54,108.4,52.3,55.2,33.4,73.4,11,Midwest,MW6,2003MW6,71,0
Missouri,2002 2003,Big 12,2389,72.4,870,1959,44.4,397,600,66.2,252,699,36.1,1300,39.4,445,13.5,855,25.9,452,13.7,1,51.9,457,13.8,20.1,185,5.6,8.1,144,4.4,7.2,559,16.9,9,2269,68.8,1.1,54.4,105.3,50.8,53.2,30.6,72.8,6,Midwest,MW6,2003MW6,72,1
Alabama,2002 2003,SEC,2002,69,695,1653,42,429,602,71.3,183,568,32.2,1079,37.2,389,13.4,690,23.8,352,12.1,0.9,50.6,380,13.1,19.7,188,6.5,9.7,112,3.9,6.9,526,18.1,5,1925,66.4,1,53.3,104,47.5,51.6,36.4,69.4,10,Midwest,MW7,2003MW7,62,0
Indiana,2002 2003,Big Ten,2376,69.9,788,1851,42.6,546,760,71.8,254,727,34.9,1234,36.3,377,11.1,857,25.2,470,13.8,1.2,59.6,392,11.5,17.5,146,4.3,6.5,175,5.1,8.8,613,18,18,2234,65.7,1.1,51.9,106.4,49.4,53.7,41,66.3,7,Midwest,MW7,2003MW7,67,1
Wagner,2002 2003,NEC,2403,75.1,865,1839,47,448,616,72.7,225,589,38.2,1094,34.2,381,11.9,713,22.3,512,16,1.1,59.1,483,15.1,21.6,239,7.5,10.6,89,2.8,4.8,565,17.7,6,2236,69.9,1.1,53.6,107.5,53.1,56.3,33.4,71.9,15,Midwest,MW8,2003MW8,61,0
Pittsburgh,2002 2003,Big East,2473,74.9,893,1766,50.6,479,748,64,208,572,36.4,1194,36.2,369,11.2,825,25,588,17.8,1.2,65.8,485,14.7,21.7,271,8.2,12.1,134,4.1,7.6,591,17.9,15,2235,67.7,1.1,56,110.6,56.4,58.2,42.3,72.2,2,Midwest,MW8,2003MW8,87,1
North Carolina-Asheville,2002 2003,Big South,2320,72.5,801,1845,43.4,506,665,76.1,212,586,36.2,1145,35.8,393,12.3,752,23.5,428,13.4,0.8,53.4,514,16.1,22.5,230,7.2,10,99,3.1,5,616,19.3,20,2282,71.3,1,50.6,101.7,49.1,53.6,36,69,16,South,S1,2003S1,61,0
