"tmpID","FamilyMagazineInHome","FemaleOrientedMagazineInHome","ReligiousMagazineInHome","GardeningMagazineInHome","CulinaryInterestMagazineInHome","HealthFitnessMagazineInHome","DoItYourselfMagazineInHome","FinancialMagazineInHome","InterestinCurrentAffairsPoliticsInHousehold"
5959,"","","","","","","","","Yes"
2098,"","","","","","","","",""
2162,"","","","","","","","",""
4098,"","","","","","","","",""
5872,"","","","","","","","",""
79,"1 family-oriented magazine purchase ","","","","","","","","Yes"
4340,"1 family-oriented magazine purchase ","","","","","2 health and fitness magazine purchases","","",""
3290,"","","","","","","","","Yes"
637,"","","","","","","","",""
4886,"","","","","","","","",""
772,"1 family-oriented magazine purchase ","1 female magazine purchase ","","1 gardening magazine purchase ","","5 health and fitness magazine purchases","2 Do-It-Yourself magazine purchases","1 financial magazine purchase ",""
3061,"2 family-oriented magazine purchases","","","","","4 health and fitness magazine purchases","","",""
4858,"","","","","","","","","Yes"
5605,"","","","","","","","",""
698,"3 family-oriented magazine purchases","","","","","1 health and fitness magazine purchase ","","1 financial magazine purchase ",""
2698,"","","","","","","","3 financial magazine purchases","Yes"
5685,"","","","","","","","","Yes"
866,"","","","","","","","",""
3695,"","","","","","1 health and fitness magazine purchase ","","",""
1932,"","","","","","3 health and fitness magazine purchases","","4 financial magazine purchases",""
4716,"4 family-oriented magazine purchases","","","","","6 health and fitness magazine purchases","","",""
2527,"","","","","","","","",""
5894,"2 family-oriented magazine purchases","2 female magazine purchases","","","1 culinary magazine purchase ","2 health and fitness magazine purchases","1 Do-It-Yourself magazine purchase ","",""
5960,"","","","","","","","",""
4815,"3 family-oriented magazine purchases","","","1 gardening magazine purchase ","","","","","Yes"
3708,"1 family-oriented magazine purchase ","","","","","2 health and fitness magazine purchases","","","Yes"
5508,"","","","","","","","",""
1375,"","","","","","","","",""
5070,"","","","","","","","",""
4956,"","","","1 gardening magazine purchase ","","","1 Do-It-Yourself magazine purchase ","",""
296,"1 family-oriented magazine purchase ","","","","","1 health and fitness magazine purchase ","","","Yes"
3143,"","","","","","1 health and fitness magazine purchase ","","",""
2158,"","","","","","2 health and fitness magazine purchases","","",""
1815,"","","","","","","","",""
4244,"","","","","1 culinary magazine purchase ","","","","Yes"
721,"","","","","","","","","Yes"
2774,"","","","","","1 health and fitness magazine purchase ","","","Yes"
3484,"","","","","","","","",""
4044,"2 family-oriented magazine purchases","","","1 gardening magazine purchase ","1 culinary magazine purchase ","2 health and fitness magazine purchases","2 Do-It-Yourself magazine purchases","1 financial magazine purchase ",""
223,"","","","","","","","",""
2650,"","","","","","","","",""
3880,"","","","","","","","",""
1549,"","","","","","","","",""
1490,"","","","","","","","",""
214,"1 family-oriented magazine purchase ","","","1 gardening magazine purchase ","","3 health and fitness magazine purchases","2 Do-It-Yourself magazine purchases","",""
3627,"","","","","","","1 Do-It-Yourself magazine purchase ","",""
146,"","","","","","","","",""
3309,"","","","","","","","",""
4654,"","","","","","2 health and fitness magazine purchases","","",""
830,"","","","","","","","",""
2356,"1 family-oriented magazine purchase ","","","","","2 health and fitness magazine purchases","","1 financial magazine purchase ",""
1214,"","","","","","","","",""
4983,"1 family-oriented magazine purchase ","","","","","","","",""
4709,"","","","","","","","",""
3156,"","","","","","","","","Yes"
3860,"","","","","","","","",""
740,"2 family-oriented magazine purchases","1 female magazine purchase ","","","1 culinary magazine purchase ","2 health and fitness magazine purchases","2 Do-It-Yourself magazine purchases","",""
2105,"","","","","","","","","Yes"
5154,"","","","","","","","",""
1426,"1 family-oriented magazine purchase ","3 female magazine purchases","","","","6 health and fitness magazine purchases","1 Do-It-Yourself magazine purchase ","1 financial magazine purchase ",""
1269,"","","","","","","","",""
5088,"1 family-oriented magazine purchase ","1 female magazine purchase ","","","","","","","Yes"
3771,"","","","","","","","","Yes"
1276,"","","","","","","","","Yes"
3431,"","","","","","","","",""
3008,"","","","","","","","",""
3958,"","","","","","","","",""
5873,"","","","","","","","",""
3983,"","","","","","","","","Yes"
4264,"","","","","","","","",""
1203,"","","","","","","","",""
4274,"2 family-oriented magazine purchases","","","","","1 health and fitness magazine purchase ","","",""
1506,"","","","","","","","",""
616,"","","","","","","","",""
1959,"1 family-oriented magazine purchase ","","","","","1 health and fitness magazine purchase ","","","Yes"
4038,"","","","","","3 health and fitness magazine purchases","","1 financial magazine purchase ","Yes"
3031,"","","","","","1 health and fitness magazine purchase ","","",""
3220,"","","","","","","","",""
3609,"","","","","","","","",""
5269,"","","","","","","","",""
2248,"1 family-oriented magazine purchase ","","","","","2 health and fitness magazine purchases","","",""
1641,"","","","","","1 health and fitness magazine purchase ","","","Yes"
3814,"","","","","","","","",""
2401,"","","","","","1 health and fitness magazine purchase ","","",""
702,"","","","","","","","",""
4443,"2 family-oriented magazine purchases","1 female magazine purchase ","","1 gardening magazine purchase ","1 culinary magazine purchase ","3 health and fitness magazine purchases","1 Do-It-Yourself magazine purchase ","5 financial magazine purchases",""
2129,"","","","","","2 health and fitness magazine purchases","","",""
2704,"","","","","","1 health and fitness magazine purchase ","","","Yes"
5985,"","","","","","","","",""
1157,"","","","","","","","",""
1217,"","","","","","","","","Yes"
2437,"","","","","","1 health and fitness magazine purchase ","","",""
1101,"1 family-oriented magazine purchase ","","","","","4 health and fitness magazine purchases","","3 financial magazine purchases",""
4314,"","","","","","","","",""
2568,"","","","","","","","",""
2484,"","","","","","","","",""
2693,"","","","","","1 health and fitness magazine purchase ","","",""
1285,"","","","","","","","",""
5368,"1 family-oriented magazine purchase ","","","","","1 health and fitness magazine purchase ","","",""
2881,"","","","","","","","",""
2677,"","","","","","1 health and fitness magazine purchase ","1 Do-It-Yourself magazine purchase ","",""
1666,"2 family-oriented magazine purchases","1 female magazine purchase ","","2 gardening magazine purchases","","","","",""
4889,"","","","","","","","",""
4438,"","","","","","","","",""
1181,"1 family-oriented magazine purchase ","","","","","2 health and fitness magazine purchases","","1 financial magazine purchase ",""
2804,"1 family-oriented magazine purchase ","","","2 gardening magazine purchases","1 culinary magazine purchase ","3 health and fitness magazine purchases","2 Do-It-Yourself magazine purchases","2 financial magazine purchases",""
5454,"","","","","","","","",""
4517,"","","","","","","","","Yes"
4846,"2 family-oriented magazine purchases","1 female magazine purchase ","","","","2 health and fitness magazine purchases","","2 financial magazine purchases","Yes"
1962,"","","","","","","","",""
3482,"3 family-oriented magazine purchases","1 female magazine purchase ","","2 gardening magazine purchases","2 culinary magazine purchases","4 health and fitness magazine purchases","2 Do-It-Yourself magazine purchases","3 financial magazine purchases",""
4985,"","","","","","","","",""
204,"1 family-oriented magazine purchase ","","","","","2 health and fitness magazine purchases","","","Yes"
4285,"","","","","","","","",""
4665,"","","","","","","","",""
4328,"","","","","","","","",""
1085,"","","","","","","","",""
3828,"3 family-oriented magazine purchases","","","3 gardening magazine purchases","","5 health and fitness magazine purchases","3 Do-It-Yourself magazine purchases","2 financial magazine purchases","Yes"
4196,"1 family-oriented magazine purchase ","","","","","","","1 financial magazine purchase ",""
4899,"1 family-oriented magazine purchase ","","","","","2 health and fitness magazine purchases","","","Yes"
398,"","","","","","","","","Yes"
781,"","","","","","","","",""
3856,"1 family-oriented magazine purchase ","","","","","","","","Yes"
3550,"","","","","","","","",""
3081,"","","","","","","","","Yes"
2164,"","","","","","","","",""
1326,"","","","","1 culinary magazine purchase ","1 health and fitness magazine purchase ","","","Yes"
2371,"","","","","","2 health and fitness magazine purchases","","3 financial magazine purchases",""
5173,"","","","","","","","",""
4197,"","","","","","","","",""
1283,"","","","","","","","",""
2944,"","","","","","","","",""
560,"","","","","","1 health and fitness magazine purchase ","","",""
5559,"","","","","","","","",""
3218,"","","","","","","","","Yes"
4194,"2 family-oriented magazine purchases","","","","1 culinary magazine purchase ","3 health and fitness magazine purchases","1 Do-It-Yourself magazine purchase ","",""
680,"","","","","","","","","Yes"
218,"","","","","","2 health and fitness magazine purchases","","",""
1652,"","","","","","","","",""
4241,"","1 female magazine purchase ","","","","","","",""
4075,"","","","","","","","",""
2122,"","","","","","1 health and fitness magazine purchase ","","",""
3830,"","","","","","","","",""
5446,"2 family-oriented magazine purchases","","","","","","","1 financial magazine purchase ","Yes"
1934,"4 family-oriented magazine purchases","1 female magazine purchase ","","","","7 health and fitness magazine purchases","","",""
1573,"","","","","","","","",""
608,"1 family-oriented magazine purchase ","","","1 gardening magazine purchase ","1 culinary magazine purchase ","2 health and fitness magazine purchases","1 Do-It-Yourself magazine purchase ","",""
4971,"2 family-oriented magazine purchases","","","","","","","",""
3878,"2 family-oriented magazine purchases","","","","","1 health and fitness magazine purchase ","1 Do-It-Yourself magazine purchase ","",""
4538,"","","","","","","","",""
4604,"","","","","","","","",""
1733,"","","","","","","","",""
5875,"","","","4 gardening magazine purchases","","2 health and fitness magazine purchases","3 Do-It-Yourself magazine purchases","2 financial magazine purchases",""
1134,"","1 female magazine purchase ","","1 gardening magazine purchase ","","3 health and fitness magazine purchases","","",""
3135,"","","","","","","","",""
1337,"","","","","","1 health and fitness magazine purchase ","","",""
997,"","","","","","","","",""
5061,"1 family-oriented magazine purchase ","","","","","","","2 financial magazine purchases","Yes"
232,"","","","","","1 health and fitness magazine purchase ","","1 financial magazine purchase ",""
4999,"","","","","","","","",""
5921,"","","","","","","","",""
4094,"","","","","","","","","Yes"
918,"1 family-oriented magazine purchase ","","","2 gardening magazine purchases","1 culinary magazine purchase ","5 health and fitness magazine purchases","1 Do-It-Yourself magazine purchase ","",""
5216,"","","","","","","","",""
1988,"","","","","","","","",""
1405,"","","","","","","","","Yes"
1113,"","","","","","","","",""
485,"","","","1 gardening magazine purchase ","","","1 Do-It-Yourself magazine purchase ","2 financial magazine purchases",""
