City,Country,Latitude,Longitude
Ottawa,Canada,45.41117,-75.69812
Montreal,Canada,45.50884,-73.58781
Halifax,Canada,44.64533,-63.57239
Calgary,Canada,51.05011,-114.08529
Nelson,Canada,49.49985,-117.28553
Ancaster,Canada,43.21806,-79.98716
Halifax,Canada,44.64533,-63.57239
Eden Mills,Canada,,
Vancouver,Canada,49.24966,-123.11934
Montreal,Canada,45.50884,-73.58781
Ottawa,Canada,45.41117,-75.69812
Whitby,Canada,,
London,Canada,42.98339,-81.23304
Wainwright,Canada,52.83904,-110.85723
Ottawa,Canada,45.41117,-75.69812
Guelph,Canada,43.5501,-80.24967
Delta,Canada,49.14399,-122.9068
Winnipeg,Canada,49.8844,-97.14704
HALIFAX,Canada,44.64533,-63.57239
Oakville,Canada,43.45011,-79.68292
Edmonton,Canada,53.55014,-113.46871
Calgary,Canada,51.05011,-114.08529
Qu??bec,Canada,,
Montreal,Canada,45.50884,-73.58781
Orangeville,Canada,43.9168,-80.09967
Portage La Prairie,Canada,49.97282,-98.29263
Portage La Prairie,Canada,49.97282,-98.29263
Surrey,Canada,49.10635,-122.82509
Windsor,Canada,44.98345,-64.13204
Toronto,Canada,43.70011,-79.4163
Whitehorse,Canada,60.71611,-135.05375
Mississauga,Canada,43.5789,-79.6583
Westmount,Canada,45.48341,-73.59918
Edmonton,Canada,53.55014,-113.46871
Ottawa,Canada,45.41117,-75.69812
Vancouver,Canada,49.24966,-123.11934
Ottawa,Canada,45.41117,-75.69812
Ottawa,Canada,45.41117,-75.69812
Georgetown,Canada,,
Ottawa,Canada,45.41117,-75.69812
Dartmouth,Canada,44.67134,-63.57719
Toronto,Canada,43.70011,-79.4163
Lethbridge,Canada,49.69999,-112.81856
Delta,Canada,49.14399,-122.9068
Toronto,Canada,43.70011,-79.4163
Guelph,Canada,43.5501,-80.24967
Ottawa,Canada,45.41117,-75.69812
Edmonton,Canada,53.55014,-113.46871
Dundas,Canada,,
Ottawa,Canada,45.41117,-75.69812
Ottawa,Canada,45.41117,-75.69812
Langley,Canada,49.09967,-122.6526
Trois-Rivi?,Canada,,
Edmonton,Canada,53.55014,-113.46871
Fort McMurray,Canada,56.72676,-111.38103
Saskatoon,Canada,52.11679,-106.63452
Montreal,Canada,45.50884,-73.58781
Ottawa,Canada,45.41117,-75.69812
Montreal,Canada,45.50884,-73.58781
Ottawa,Canada,45.41117,-75.69812
Prince George,Canada,53.9166,-122.75301
Toronto,Canada,43.70011,-79.4163
Toronto,Canada,43.70011,-79.4163
Langley,Canada,49.09967,-122.6526
Waterloo,Canada,45.35008,-72.51582
Ottawa,Canada,45.41117,-75.69812
Ottawa,Canada,45.41117,-75.69812
Calgary,Canada,51.05011,-114.08529
Burnaby,Canada,49.26636,-122.95263
Ottawa,Canada,45.41117,-75.69812
Ottawa,Canada,45.41117,-75.69812
Oshawa,Canada,43.90012,-78.84957
Hamilton,Canada,43.25011,-79.84963
Kingston,Canada,44.22976,-76.48098
Kingston,Canada,44.22976,-76.48098
Fredericton,Canada,45.94541,-66.66558
Ottawa,Canada,45.41117,-75.69812
Winnipeg,Canada,49.8844,-97.14704
Nepean,Canada,,
Kamloops,Canada,50.66648,-120.3192
Calgary,Canada,51.05011,-114.08529
Victoria,Canada,48.43294,-123.3693
Vancouver,Canada,49.24966,-123.11934
St. John's,Canada,47.56494,-52.70931
St-John's,Canada,,
Vancouver,Canada,49.24966,-123.11934
Vancouver,Canada,49.24966,-123.11934
Gatineau,Canada,45.47723,-75.70164
Gatineau,Canada,45.47723,-75.70164
St. John's,Canada,47.56494,-52.70931
Trois Rivieres,Canada,,
Longueuil,Canada,45.53121,-73.51806
Prince George,Canada,53.9166,-122.75301
Ottawa,Canada,45.41117,-75.69812
Calgary,Canada,51.05011,-114.08529
Ottawa,Canada,45.41117,-75.69812
Mississauga,Canada,43.5789,-79.6583
Ottawa,Canada,45.41117,-75.69812
Guelph,Canada,43.5501,-80.24967
Calgary,Canada,51.05011,-114.08529
Winnipeg,Canada,49.8844,-97.14704
Rothesay,Canada,,
Brossard,Canada,45.45008,-73.46583
Barrie,Canada,,
Victoria,Canada,48.43294,-123.3693
Chilliwack,Canada,49.17468,-121.94427
London,Canada,42.98339,-81.23304
Guelph,Canada,43.5501,-80.24967
Markham,Canada,43.86682,-79.2663
North Vancouver,Canada,49.31636,-123.06934
Calgary,Canada,51.05011,-114.08529
Port Hope,Canada,,
Lasalle,Canada,,
Nanaimo,Canada,49.16634,-123.93601
Burnaby,Canada,49.26636,-122.95263
St. Albert,Canada,53.63344,-113.63533
Edmonton,Canada,53.55014,-113.46871
Verdun,Canada,,
Toronto,Canada,43.70011,-79.4163
Langley,Canada,49.09967,-122.6526
Mississauga,Canada,43.5789,-79.6583
Vancouver,Canada,49.24966,-123.11934
Nanaimo,Canada,49.16634,-123.93601
London,Canada,42.98339,-81.23304
Burnaby,Canada,49.26636,-122.95263
Golden,Canada,51.29995,-116.9689
Ottawa,Canada,45.41117,-75.69812
Ottawa,Canada,45.41117,-75.69812
Sofia,Bulgaria,42.69751,23.32415
Sofia,Bulgaria,42.69751,23.32415
Sofia,Bulgaria,42.69751,23.32415
Sofia,Bulgaria,42.69751,23.32415
Brunei Muara,Brunei Darussalam,,
Buenos Aires,Brazil,,
Porto Alegre,Brazil,-30.03306,-51.23
Sao Paulo,Brazil,-23.5475,-46.63611
Sao Paulo,Brazil,-23.5475,-46.63611
"Sao Paulo, SP",Brazil,,
Sao Paulo,Brazil,-23.5475,-46.63611
Sao Paulo,Brazil,-23.5475,-46.63611
Sao Paulo,Brazil,-23.5475,-46.63611
Sao Paulo,Brazil,-23.5475,-46.63611
Sao Paulo,Brazil,-23.5475,-46.63611
"Santos, Sao Paolo",Brazil,,
"Campinas, Sao",Brazil,,
Sao Paolo,Brazil,,
"Rio de Janeiro, RJ",Brazil,,
"Rio De Janeiro, RJ",Brazil,,
Rio De Janiero,Brazil,,
Rio de Janeiro,Brazil,-22.90278,-43.2075
"Belo Horizonte, Minas",Brazil,,
Belo Horizonte/MG,Brazil,,
Salvador,Brazil,-12.97111,-38.51083
NATAL,Brazil,-5.795,-35.20944
FORTALEZA,Brazil,-3.71722,-38.54306
Rio Branco,Brazil,-9.97472,-67.81
"GOIANIA, GO",Brazil,,
Curitiba - Parana,Brazil,,
"Fpolis, Santa Catarin",Brazil,,
Porto Alegre,Brazil,-30.03306,-51.23
"Porto Alegre, RS",Brazil,,
Sao Paulo,Brazil,-23.5475,-46.63611
Sao Paulo,Brazil,-23.5475,-46.63611
Sao Paulo,Brazil,-23.5475,-46.63611
S?,Brazil,,
Sao Paulo,Brazil,-23.5475,-46.63611
Sao Paulo,Brazil,-23.5475,-46.63611
Uberaba,Brazil,-19.74833,-47.93194
Rio de Janeiro,Brazil,-22.90278,-43.2075
Rio De Janeiro,Brazil,-22.90278,-43.2075
"Belo Horizonte, MG",Brazil,,
"Belo Horizonte, MG",Brazil,,
"Salvador, Bahai",Brazil,,
Lauro de Freitas,Brazil,-12.89444,-38.32722
Recife,Brazil,-8.05389,-34.88111
Belem,Brazil,-6.69167,-35.53333
"Criciuma, Santa Catar",Brazil,,
Santa Catarina,Brazil,,
"Porto Alegre, RS",Brazil,,
PORTO ALEGRE,Brazil,-30.03306,-51.23
Porto Alegre,Brazil,-30.03306,-51.23
CEP 38400-902,Brazil,,
Sao Paulo 13081-970,Brazil,,
,Brazil,,
S?,Brazil,,
Sao Paulo,Brazil,-23.5475,-46.63611
Sao Paulo,Brazil,-23.5475,-46.63611
Bel??m,Brazil,,
,Brazil,,
,Brazil,,
Londrina,Brazil,-23.31028,-51.16278
Curitiba,Brazil,-25.42778,-49.27306
Brasilia,Brazil,-15.77972,-47.92972
Rio de Janeiro,Brazil,-22.90278,-43.2075
Sao Paulo,Brazil,-23.5475,-46.63611
Lauro de Freitas,Brazil,-12.89444,-38.32722
Recife,Brazil,-8.05389,-34.88111
VILA VELHA,Brazil,-20.32972,-40.2925
Fortaleza,Brazil,-3.71722,-38.54306
Natal,Brazil,-5.795,-35.20944
FORTALEZA,Brazil,-3.71722,-38.54306
Piracicaba,Brazil,-22.72528,-47.64917
Sao Paulo,Brazil,-23.5475,-46.63611
CACHOEIRINHA,Brazil,-8.48639,-36.23306
Belo Horizonte,Brazil,-19.92083,-43.93778
Recife,Brazil,-8.05389,-34.88111
Cascavel,Brazil,-4.13306,-38.24194
Rio de Janeiro,Brazil,-22.90278,-43.2075
Cachoeirinha,Brazil,-8.48639,-36.23306
Rio de Janeiro,Brazil,-22.90278,-43.2075
Mochudi,Botswana,-24.41667,26.15
Gaborone,Botswana,-24.65451,25.90859
Belize City,Belize,17.49952,-88.19756
"Belmopan, Cayo Distrc",Belize,,
Brussels,Belgium,50.85045,4.34878
BRUSSELS,Belgium,50.85045,4.34878
Brussels,Belgium,50.85045,4.34878
Brussels,Belgium,50.85045,4.34878
Brussel,Belgium,,
Brussels,Belgium,50.85045,4.34878
Brussels,Belgium,50.85045,4.34878
Brussels,Belgium,50.85045,4.34878
Brussels,Belgium,50.85045,4.34878
La Hulpe,Belgium,50.73091,4.48577
Louvain-la-Neuve,Belgium,50.66829,4.61443
Buizingen,Belgium,,
Antwerp,Belgium,51.21989,4.40346
Antwerpen,Belgium,51.21989,4.40346
Antwerpen,Belgium,51.21989,4.40346
Beerse,Belgium,51.31927,4.85304
Beerse,Belgium,51.31927,4.85304
MOL,Belgium,51.19188,5.11662
Leuven,Belgium,50.87959,4.70093
Vlaams-Brabant,Belgium,,
"Kessel-lo, Vlaams-Bra",Belgium,,
"Wilsele, Vlaams-Braba",Belgium,,
Tervuren,Belgium,50.82372,4.51418
"Genk, Limburg",Belgium,,
Liege,Belgium,50.63373,5.56749
Liege,Belgium,50.63373,5.56749
ALLEUR,Belgium,,
Bastogne,Belgium,50.00347,5.71844
Ghent,Belgium,,
"Gent, BE",Belgium,,
Ghent,Belgium,,
Zwijnaarde,Belgium,,
Aaist,Belgium,,
Antwerpen,Belgium,51.21989,4.40346
Turnhout,Belgium,51.32254,4.94471
Ghent,Belgium,,
1330 Bruxelles,Belgium,,
1310 La Hulpe,Belgium,,
Bruxelles,Belgium,50.85045,4.34878
Meerhout,Belgium,51.1321,5.07842
Ekeren,Belgium,,
Liege,Belgium,50.63373,5.56749
ANTWERP,Belgium,51.21989,4.40346
Kessel-lo,Belgium,,
Rendezvous Gardens,Barbados,,
"Christ Church, W Inds",Barbados,,
Bridgetown,Barbados,13.1,-59.61667
Christ church,Barbados,,
Manama,Bahrain,26.21536,50.5832
East Riffa,Bahrain,,
Manama 329,Bahrain,,
Nassau,Bahamas,25.05823,-77.34306
Ashburn,Bahamas,,
Baku,Azerbaijan,40.37767,49.89201
Vienna,Austria,48.20849,16.37208
Vienna,Austria,48.20849,16.37208
Vienna,Austria,48.20849,16.37208
Vienna,Austria,48.20849,16.37208
Vienna,Austria,48.20849,16.37208
Vienna,Austria,48.20849,16.37208
Vienna,Austria,48.20849,16.37208
Vienna,Austria,48.20849,16.37208
Vienna,Austria,48.20849,16.37208
Vienna,Austria,48.20849,16.37208
Vienna,Austria,48.20849,16.37208
Vienna,Austria,48.20849,16.37208
Vienna,Austria,48.20849,16.37208
Vienna,Austria,48.20849,16.37208
Vienna,Austria,48.20849,16.37208
"Vienna, AE",Austria,,
Innsbruck,Austria,47.26266,11.39454
"Umhausen, Tirol",Austria,,
"Innsbruck, Tirol",Austria,,
"Hall, Tyrol",Austria,,
Hall in Tirol,Austria,47.28333,11.51667
Schwaz,Austria,47.35169,11.71014
Carinthia,Austria,,
"Klagenfurt, Carinthia",Austria,,
Vienna,Austria,48.20849,16.37208
VIENNA,Austria,48.20849,16.37208
Vienna,Austria,48.20849,16.37208
Vienna,Austria,48.20849,16.37208
Vienna,Austria,48.20849,16.37208
Krems,Austria,,
Vienna,Austria,48.20849,16.37208
Vienna,Austria,48.20849,16.37208
Innsbruck,Austria,47.26266,11.39454
Vienna,Austria,48.20849,16.37208
Wien,Austria,,
Vienna,Austria,48.20849,16.37208
Vienna,Austria,48.20849,16.37208
Vienna,Austria,48.20849,16.37208
Vienna,Austria,48.20849,16.37208
Vienna,Austria,48.20849,16.37208
Wien,Austria,,
Sydney,Australia,-33.86785,151.20732
ACT,Australia,,
"Canberra, ACT",Australia,,
"Alice Springs, Northe",Australia,,
Northern Territory,Australia,,
"Darwin, Northern Terr",Australia,,
"Penrith South DC,NSW",Australia,,
Lidcombe,Australia,-33.86436,151.0397
Sydney,Australia,-33.86785,151.20732
Sydney,Australia,-33.86785,151.20732
"Sydney, NSW",Australia,,
"Sydney, NSW",Australia,,
"Sydney, NSW",Australia,,
"Sydney, NSW",Australia,,
"Sydney, NSW",Australia,,
Sydney,Australia,-33.86785,151.20732
"Sydney, NSW",Australia,,
"Sydney, NSW",Australia,,
Sydney,Australia,-33.86785,151.20732
Camperdown,Australia,-33.88965,151.17642
"SYDNEY, NSW",Australia,,
Sydney,Australia,-33.86785,151.20732
"Sydney, NSW",Australia,,
Sydney,Australia,-33.86785,151.20732
Sydney,Australia,-33.86785,151.20732
"Ultimo, NSW",Australia,,
"Chippendale, SW",Australia,,
"Darlington, NSW",Australia,,
Chippendale,Australia,-33.88673,151.19745
"Sydney, NSW",Australia,,
"Darlinghurst, NSW",Australia,,
Sydney,Australia,-33.86785,151.20732
"Potts Point, NSW",Australia,,
Alexandria,Australia,-33.90219,151.20037
"Sydney, NSW",Australia,,
Randwick,Australia,-33.91667,151.24167
"Sydney, NSW",Australia,,
"Randwick, NSW",Australia,,
"Coogee, NSW",Australia,,
"Maroubra, NSW",Australia,,
"Glebe, New South Wale",Australia,,
"Balmain, NSW",Australia,,
"Balmain, NSW",Australia,,
Newtown,Australia,-33.89835,151.17754
Camperdown,Australia,-33.88965,151.17642
"NSW, Sydney",Australia,,
"Sydney, NSW",Australia,,
"Camperdown, NSW",Australia,,
Camperdown,Australia,-33.88965,151.17642
"Camperdown, NSW",Australia,,
Sydney,Australia,-33.86785,151.20732
Sydney,Australia,-33.86785,151.20732
"Sydney, NSW",Australia,,
North Sydney NSW,Australia,,
Chatswood,Australia,-33.8,151.18333
"Wahroonga, NSW",Australia,,
"Normanhurst, NSW",Australia,,
Sydney,Australia,-33.86785,151.20732
Pymble,Australia,-33.75,151.15
"Manly, Sydney",Australia,,
Avalon,Australia,,
Palm Beach,Australia,-33.59664,151.32384
"Sydney, NSW",Australia,,
"Sydney, NSW",Australia,,
"Sydney, NSW",Australia,,
"Sydney, NSW",Australia,,
"Sydney, NSW",Australia,,
North Ryde,Australia,-33.79677,151.12436
"Sydney, NSW",Australia,,
"West Ryde, NSW",Australia,,
"Carlingford, Sydney",Australia,,
Epping,Australia,-33.77271,151.08184
"Sydney, NSW",Australia,,
Westmead,Australia,,
Westmead,Australia,,
Sydney,Australia,-33.86785,151.20732
"Seven Hills, NSW",Australia,,
Sydney,Australia,-33.86785,151.20732
"Merrylands, NSW",Australia,,
Cabramatta West,Australia,,
"Punchbowl, NSW",Australia,,
"Marrickville, NSW",Australia,,
Narwee,Australia,,
"Mortdale, NSW",Australia,,
Miranda,Australia,-34.03333,151.1
Wollongong,Australia,-34.424,150.89345
St Huberts Island NSW,Australia,,
"WAMBERAL, NSW",Australia,,
Highfields,Australia,,
Charlestown,Australia,-32.95,151.66667
"Jesmond, NSW",Australia,,
Mayfield West,Australia,,
"Newcastle, NSW",Australia,,
"Callaghan, NSW",Australia,,
"Callaghan, NSW",Australia,,
"Tamworth, NSW",Australia,,
Armidale,Australia,-30.50828,151.67123
Armidale,Australia,-30.50828,151.67123
"Uralla, NSW",Australia,,
"Ocean Shores, NSW",Australia,,
Wollongong,Australia,-34.424,150.89345
"Wollongong, NSW",Australia,,
Kellyville,Australia,,
"Barton, ACT",Australia,,
"Canberra, ACT",Australia,,
"Canberra, ACT",Australia,,
"Canberra, ACT",Australia,,
"Watson, ACT",Australia,,
"Manuka, ACT",Australia,,
"Phillip, ACT",Australia,,
Canberra,Australia,-35.28346,149.12807
"Canberra, ACT",Australia,,
Belconnen,Australia,-35.21667,149.08333
"Belconnen, ACT",Australia,,
"Belconnen , ACT",Australia,,
"McKellar, ACT",Australia,,
Wagga Wagga,Australia,-35.12577,147.35374
"Glenmore Park, NSW",Australia,,
Blaxland,Australia,-33.75,150.6
"Bathurst, NSW",Australia,,
"Orange, NSW",Australia,,
Melbourne,Australia,-37.814,144.96332
"Melbourne, Victoria",Australia,,
"Melbourne, Victoria",Australia,,
"Melbourne, Victoria",Australia,,
Melbourne,Australia,-37.814,144.96332
"Melbourne, Victoria",Australia,,
"Melbourne, VIC",Australia,,
"East Melbourne, Vic",Australia,,
"East Melbourne, VIC",Australia,,
"East Melbourne, VIC",Australia,,
Melbourne,Australia,-37.814,144.96332
Melbourne,Australia,-37.814,144.96332
"Parkville, Victoria",Australia,,
"Melbourne, VIC",Australia,,
"Williamstown N, VIC",Australia,,
"Melbourne, VIC",Australia,,
Werribee,Australia,,
"Melbourne, Victoria",Australia,,
"Melbourne, VIC",Australia,,
Carlton North,Australia,,
Melbourne,Australia,-37.814,144.96332
"Brunswick, Victoria",Australia,,
"Melbourne, VIC",Australia,,
"Melbourne, Victoria",Australia,,
"Ivanhoe, Victoria",Australia,,
"Melbourne, Victoria",Australia,,
"Bundoora, Victoria",Australia,,
Bundoora,Australia,,
"Melbourne, VIC",Australia,,
"Bundoora, VIC",Australia,,
"Bundoora, VIC",Australia,,
Victoria,Australia,,
"Melbourne, Victoria",Australia,,
Hawthorn,Australia,,
"Camberwell, VIC",Australia,,
"Fitzroy, Victoria",Australia,,
"Camberwell, Vic",Australia,,
"Camberwell, Vic",Australia,,
Burwood,Australia,-37.84978,145.11901
Burwood,Australia,-37.84978,145.11901
"Melbourne, VIC",Australia,,
"Surrey Hills, VIC",Australia,,
Burwood,Australia,-37.84978,145.11901
"Heathmont, Victoria",Australia,,
Croydon Hills,Australia,,
"Melbourne, Victoria",Australia,,
"Mooroolbark, Victoria",Australia,,
"East Malvern, Victori",Australia,,
"Glen Waverley, Victor",Australia,,
Clayton,Australia,-37.91731,145.13041
"Clayton, VIC",Australia,,
"Clayton South, VIC",Australia,,
Victoria,Australia,,
"Dandenong North, VIC",Australia,,
Scoresby,Australia,,
"St. Kilda, Victoria",Australia,,
Saint Kilda East,Australia,,
Melbourne,Australia,-37.814,144.96332
"Seaford, VIC",Australia,,
Beaumaris,Australia,,
"Frankston, Victoria",Australia,,
South Melbourne VIC,Australia,,
"Melbourne, Victoria",Australia,,
"Melbourne, VIC",Australia,,
"Rutherglen, Victoria",Australia,,
"Montrose, Victoria",Australia,,
"Nar Nar Goon North, Victoria",Australia,,
"Churchill, Victoria",Australia,,
"Maffra, VIC",Australia,,
Mount Eliza,Australia,,
"Mc Crae, VIC",Australia,,
Brisbane,Australia,-27.46794,153.02809
"Brisbane, Queensland",Australia,,
"Brisbane, Qld",Australia,,
"Spring Hill, Queensland",Australia,,
Queensland,Australia,,
"Newstead, QLD",Australia,,
"Brisbane, Queensland",Australia,,
"Herston, QLD",Australia,,
"Brisbane, Queensland",Australia,,
"Brisbane, QLD",Australia,,
"Wilston, Qld",Australia,,
Newbury Park,Australia,,
"Ferny Grove, Queensla",Australia,,
Brisbane,Australia,-27.46794,153.02809
Brisbane,Australia,-27.46794,153.02809
"Indooroopilly,",Australia,,
Brisbane,Australia,-27.46794,153.02809
Indooroopilly,Australia,,
Indooroopilly,Australia,,
Brisbane,Australia,-27.46794,153.02809
"Brisbane, Qld",Australia,,
Brisbane,Australia,-27.46794,153.02809
BRISBANE,Australia,-27.46794,153.02809
"St Lucia, Queenslnd",Australia,,
"Brisbane, QLD",Australia,,
Herston,Australia,,
"Woolloongabba, QLD",Australia,,
"Brisbane, Queensland",Australia,,
Brisbane Qld,Australia,,
"Brisbane, Queensland",Australia,,
Eight Mile Plains,Australia,,
Brisbane,Australia,-27.46794,153.02809
Brisbane,Australia,-27.46794,153.02809
Upper Mount Gravatt,Australia,,
"Birkdale, Queensland",Australia,,
Queensland,Australia,,
Surfers Paradise,Australia,-28.00274,153.42999
"Gold Coast, QLD",Australia,,
"Gold Coast,Queensland",Australia,,
"Gold Coast, Queensld",Australia,,
Ipswich,Australia,,
Queensland,Australia,,
"Toowoomba, QLD",Australia,,
Thallon,Australia,,
Narangba,Australia,,
"Mt Nebo, Queensland",Australia,,
Sippy Downs,Australia,,
"Noosaville, Queenslnd",Australia,,
Bundaberg,Australia,-24.86621,152.3479
"Townsville, QLD",Australia,,
"Townsville, Queensld",Australia,,
Townsville,Australia,-19.26639,146.8057
"Townsville, Queenslan",Australia,,
"Gordonvale, Queensld",Australia,,
Adelaide,Australia,-34.92866,138.59863
Adelaide,Australia,-34.92866,138.59863
"Adelaide, South",Australia,,
Adelaide,Australia,-34.92866,138.59863
Adelaide,Australia,-34.92866,138.59863
Adelaide,Australia,-34.92866,138.59863
"North Adelaide, South",Australia,,
Adelaide,Australia,-34.92866,138.59863
Henley Beach South,Australia,,
Bedford Park,Australia,-35.03333,138.56667
Bedford Park,Australia,-35.03333,138.56667
Bedford Park,Australia,-35.03333,138.56667
Bedford Park,Australia,-35.03333,138.56667
"Bedford Park, S Australia",Australia,,
"Belair, S Australia",Australia,,
Adelaide,Australia,-34.92866,138.59863
Mawson Lakes,Australia,,
"Mount Gambier, South",Australia,,
East Perth,Australia,-31.95872,115.87109
Perth,Australia,-31.95224,115.8614
"Subiaco, Western Aust",Australia,,
Perth,Australia,-31.95224,115.8614
"DAGLISH, Western",Australia,,
"Dalkeith, Western",Australia,,
"Crawley, Perth, WA",Australia,,
"Perth, WA",Australia,,
Nedlands,Australia,-31.98333,115.8
Perth,Australia,-31.95224,115.8614
Perth,Australia,-31.95224,115.8614
"Osborne Park, Western",Australia,,
"PERTH, Western Austra",Australia,,
Perth,Australia,-31.95224,115.8614
Mount Lawley,Australia,,
"Coolbinia, WA",Australia,,
Perth,Australia,-31.95224,115.8614
"Como, West Australia",Australia,,
Bentley,Australia,-32,115.91667
Australind,Australia,-33.2792,115.71504
"Perth, Western Austra",Australia,,
Crawley,Australia,,
Hobart,Australia,-42.87936,147.32941
Tasmania,Australia,,
Hobart,Australia,-42.87936,147.32941
Hobart,Australia,-42.87936,147.32941
"Hobart, Tasmania",Australia,,
Tasmania,Australia,,
"S Hobart, Tasmania",Australia,,
"Launceston, Tasmania",Australia,,
Penrith South DC 1797,Australia,,
Indooroopilly,Australia,,
ACT 2601,Australia,,
,Australia,,
Sydney,Australia,-33.86785,151.20732
Sydney,Australia,-33.86785,151.20732
Rockhampton,Australia,-23.38032,150.50595
,Australia,,
"Canberra, ACT",Australia,,
Albion,Australia,,
Camden,Australia,,
Penrith,Australia,-33.75,150.7
Adelaide,Australia,-34.92866,138.59863
Port Melbourne,Australia,-37.83961,144.94228
Withcott,Australia,,
Perth,Australia,-31.95224,115.8614
Sandy Bay,Australia,-42.913,147.35318
"Neutral Bay, NSW",Australia,,
"Neutral Bay, NSW",Australia,,
Sydney,Australia,-33.86785,151.20732
Pascoe Vale,Australia,,
Brisbane,Australia,-27.46794,153.02809
Airport West,Australia,,
Perth,Australia,-31.95224,115.8614
College Park,Australia,,
Marden,Australia,,
Surry Hills,Australia,,
Townsville,Australia,-19.26639,146.8057
Mosman,Australia,-33.82778,151.23333
Parkville,Australia,,
Wagga Wagga,Australia,-35.12577,147.35374
West Ryde,Australia,,
Hillarys,Australia,-31.80698,115.74045
Hillarys,Australia,-31.80698,115.74045
Hillarys,Australia,-31.80698,115.74045
Hillarys,Australia,-31.80698,115.74045
Adelaide,Australia,-34.92866,138.59863
Sydney,Australia,-33.86785,151.20732
Melbourne,Australia,-37.814,144.96332
Bedford Park,Australia,-35.03333,138.56667
Adelaide,Australia,-34.92866,138.59863
Hobart,Australia,-42.87936,147.32941
AUBURN,Australia,,
Melbourne,Australia,-37.814,144.96332
Carlingford,Australia,-33.78269,151.04888
Sydney,Australia,-33.86785,151.20732
Moonee Ponds,Australia,,
Moonee Ponds,Australia,,
Sydney,Australia,-33.86785,151.20732
Melbourne,Australia,-37.814,144.96332
Annandale,Australia,,
Gladesville,Australia,-33.83333,151.13333
SYDNEY,Australia,-33.86785,151.20732
Richmond,Australia,-37.81819,145.00176
Sydney,Australia,-33.86785,151.20732
Mona Vale,Australia,,
Richmond,Australia,-37.81819,145.00176
Mackay,Australia,-21.15345,149.16554
Sydney,Australia,-33.86785,151.20732
North Epping,Australia,,
Camperdown,Australia,-33.88965,151.17642
Sydney,Australia,-33.86785,151.20732
LITTLE BAY,Australia,,
Mt Claremont,Australia,,
Sydney,Australia,-33.86785,151.20732
Southport,Australia,-27.96667,153.4
Sydney,Australia,-33.86785,151.20732
Meadowbrook,Australia,,
Hobart,Australia,-42.87936,147.32941
Fortitude Valley,Australia,-27.45718,153.03474
Hyde Park,Australia,,
New Farm,Australia,,
Mt Waverley,Australia,,
Oakleigh east,Australia,-37.89904,145.10571
Sydney,Australia,-33.86785,151.20732
St Lucia,Australia,,
Norwood,Australia,,
Natimuk,Australia,,
Hobart,Australia,-42.87936,147.32941
Sydney,Australia,-33.86785,151.20732
Acton,Australia,,
Williamstown North,Australia,,
Kadina,Australia,-33.96495,137.71634
Adelaide,Australia,-34.92866,138.59863
Oakleigh East,Australia,-37.89904,145.10571
Leichhardt,Australia,-33.88333,151.15
Canberra,Australia,-35.28346,149.12807
Ninda,Australia,,
Maidstone,Australia,,
Bayswater North,Australia,,
Coburg North,Australia,,
Cooks Hill,Australia,,
Canberra,Australia,-35.28346,149.12807
Parramatta,Australia,,
Thurgoona,Australia,,
Sydney,Australia,-33.86785,151.20732
Meadowvale,Australia,,
Sydney,Australia,-33.86785,151.20732
Redlands,Australia,,
Melbourne,Australia,-37.814,144.96332
Wayville,Australia,-34.95,138.58333
Ferny Hills,Australia,,
Alexandria,Australia,-33.90219,151.20037
Hobart,Australia,-42.87936,147.32941
Oranjestad,Aruba,12.52398,-70.02703
Capital Federal,Argentina,,
Buenos Aires,Argentina,-34.61315,-58.37723
Martinez,Argentina,,
Ituzaing??,Argentina,,
"Rosario, Santa Fe",Argentina,,
La Cumbre,Argentina,-30.98201,-64.49139
Lujan De Cuyo Mendoza,Argentina,,
Trelew,Argentina,-43.24895,-65.30505
Mariano Benitez,Argentina,,
The Valley,Anguilla,18.21704,-63.05783
Luanda,Angola,-8.83682,13.23432
