"term","anger","anticipation","disgust","fear","joy","sadness","surprise","trust"
"approximate",0,0,0,0,0,0,0,0
"approximately",0,0,0,0,0,0,0,0
"approximating",0,0,0,0,0,0,0,0
"approximation",0,0,0,0,0,0,0,0
"appurtenances",0,0,0,0,0,0,0,0
"apron",0,0,0,0,0,0,0,0
"apt",0,0,0,0,0,0,0,0
"aptitude",0,0,0,0,0,0,0,0
"aqua",0,0,0,0,0,0,0,0
"aquamarine",0,0,0,0,0,0,0,0
"aquarium",0,0,0,0,0,0,0,0
"aquatic",0,0,0,0,0,0,0,0
"aqueduct",0,0,0,0,0,0,0,0
"aqueous",0,0,0,0,0,0,0,0
"arable",0,0,0,0,0,0,0,0
"arbiter",0,0,0,0,0,0,0,1
"arbitrate",0,0,0,0,0,0,0,0
"arbitration",0,1,0,0,0,0,0,0
"arbitrator",0,0,0,0,0,0,0,1
"arbor",0,0,0,0,0,0,0,0
"arc",0,0,0,0,0,0,0,0
"arcade",0,0,0,0,0,0,0,0
"arch",0,0,0,0,0,0,0,0
"archaeological",0,0,0,0,0,0,0,0
"archaeologist",0,0,0,0,0,0,0,0
"archaeology",0,1,0,0,0,0,0,0
"archaic",0,0,0,0,0,0,0,0
"archbishop",0,0,0,0,0,0,0,0
"arched",0,0,0,0,0,0,0,0
"archer",0,0,0,0,0,0,0,0
"archery",0,0,0,0,0,0,0,0
"archetype",0,0,0,0,0,0,0,0
"archipelago",0,0,0,0,0,0,0,0
"architect",0,0,0,0,0,0,0,0
"architecture",0,0,0,0,0,0,0,1
"archive",0,0,0,0,0,0,0,0
"arctic",0,0,0,0,0,0,0,0
"ardent",0,1,0,0,1,0,0,0
"ardor",0,0,0,0,0,0,0,0
"arduous",0,0,0,0,0,0,0,0
"area",0,0,0,0,0,0,0,0
"arena",0,0,0,0,0,0,0,0
"areola",0,0,0,0,0,0,0,0
"argent",0,0,0,0,0,0,0,0
"argue",1,0,0,0,0,0,0,0
"argument",1,0,0,0,0,0,0,0
"argumentation",1,0,0,0,0,0,0,0
"argumentative",0,0,0,0,0,0,0,0
"arguments",1,0,0,0,0,0,0,0
"arid",0,0,0,0,0,1,0,0
"aristocracy",0,0,0,0,0,0,0,0
"aristocrat",0,0,0,0,0,0,0,0
"aristocratic",0,0,0,0,0,0,0,0
"arithmetic",0,0,0,0,0,0,0,0
"ark",0,0,0,0,0,0,0,0
"arm",0,0,0,0,0,0,0,0
"armada",0,0,0,0,0,0,0,0
"armament",1,0,0,1,0,0,0,0
"armaments",0,0,0,1,0,0,0,0
"armature",0,0,0,0,0,0,0,0
"armed",1,0,0,1,0,0,0,0
"armor",0,0,0,1,0,0,0,1
"armored",0,0,0,1,0,0,0,0
"armory",0,0,0,0,0,0,0,1
"arms",0,0,0,0,0,0,0,0
"army",0,0,0,0,0,0,0,0
"aroma",0,0,0,0,0,0,0,0
"arousal",0,0,0,0,0,0,0,0
"arouse",0,1,0,0,0,0,0,0
"arraignment",1,0,0,1,0,1,0,0
"arrange",0,0,0,0,0,0,0,0
"arranged",0,0,0,0,0,0,0,0
"arrangement",0,0,0,0,0,0,0,0
"array",0,0,0,0,0,0,0,0
"arrears",0,0,0,0,0,0,0,0
"arrest",0,0,0,0,0,0,0,0
"arrival",0,1,0,0,0,0,0,0
"arrive",0,1,0,0,0,0,0,0
"arrogance",0,0,0,0,0,0,0,0
"arrogant",1,0,1,0,0,0,0,0
"arrow",0,0,0,0,0,0,0,0
"arsenal",0,0,0,0,0,0,0,0
"arsenic",0,0,1,1,0,1,0,0
"arson",1,0,0,1,0,0,0,0
"art",0,1,0,0,1,1,1,0
"artery",0,0,0,0,0,0,0,0
"artful",0,0,0,0,0,0,0,0
"arthropod",0,0,0,0,0,0,0,0
"artichoke",0,0,0,0,0,0,0,0
"article",0,0,0,0,0,0,0,0
"articles",0,0,0,0,0,0,0,0
"articulate",0,0,0,0,0,0,0,0
"articulation",0,0,0,0,0,0,0,0
"artifice",0,0,0,0,0,0,0,0
"artillery",0,0,0,1,0,0,0,0
"artisan",0,0,0,0,0,0,0,0
"artist",0,0,0,0,0,0,0,0
"artiste",0,0,0,0,0,0,0,0
"artistic",0,0,0,0,0,0,0,0
"artists",0,0,0,0,0,0,0,0
"ascend",0,0,0,0,0,0,0,0
"ascendancy",0,0,0,0,0,0,0,0
"ascension",0,0,0,0,0,0,0,0
"ascent",0,0,0,0,0,0,0,0
"ascertain",0,0,0,0,0,0,0,0
"ascertained",0,0,0,0,0,0,0,0
"ascetic",0,0,0,0,0,0,0,0
"ash",0,0,0,0,0,0,0,0
"ashamed",0,0,1,0,0,1,0,0
"ashes",0,0,0,0,0,1,0,0
"asleep",0,0,0,0,0,0,0,0
"asp",0,0,0,1,0,0,0,0
"aspartame",0,0,0,0,0,0,0,0
"aspect",0,0,0,0,0,0,0,0
"aspects",0,0,0,0,0,0,0,0
"asphalt",0,0,0,0,0,0,0,0
"aspiration",0,1,0,0,1,0,1,1
"aspire",0,1,0,0,1,0,0,0
"aspiring",0,1,0,0,1,0,0,1
"ass",0,0,0,0,0,0,0,0
"assail",1,0,0,1,0,0,1,0
"assailant",1,0,0,1,0,1,0,0
"assassin",1,0,0,1,0,1,0,0
"assassinate",1,0,0,1,0,0,0,0
"assassination",1,0,0,1,0,1,0,0
"assault",1,0,0,1,0,0,0,0
"assay",0,0,0,0,0,0,0,0
"assemblage",0,0,0,0,0,0,0,0
"assemble",0,0,0,0,0,0,0,0
"assembled",0,0,0,0,0,0,0,0
"assembly",0,0,0,0,0,0,0,1
"assent",0,0,0,0,0,0,0,0
"assert",0,0,0,0,0,0,0,0
"asserting",0,0,0,0,0,0,0,1
"assertion",0,0,0,0,0,0,0,0
"assess",0,0,0,0,0,0,0,0
"assessment",0,0,0,0,0,0,1,1
"assessor",0,0,0,0,0,0,0,1
"assets",0,0,0,0,0,0,0,0
"asshole",1,0,1,0,0,0,0,0
"assign",0,0,0,0,0,0,0,0
"assignee",0,0,0,0,0,0,0,1
"assignment",0,0,0,0,0,0,0,0
"assimilate",0,0,0,0,0,0,0,0
"assimilation",0,0,0,0,0,0,0,0
"assist",0,0,0,0,0,0,0,1
"assistance",0,0,0,0,0,0,0,0
"assistant",0,0,0,0,0,0,0,0
"associate",0,0,0,0,0,0,0,1
"association",0,0,0,0,0,0,0,1
"assorted",0,0,0,0,0,0,0,0
"assortment",0,0,0,0,0,0,0,0
"assuage",0,0,0,0,0,0,0,0
"assumed",0,0,0,0,0,0,0,0
"assuming",0,0,0,0,0,0,0,0
"assumption",0,0,0,0,0,0,0,0
"assurance",0,0,0,0,0,0,0,1
"assure",0,0,0,0,0,0,0,1
"assured",0,0,0,0,0,0,0,1
"assuredly",0,0,0,0,0,0,0,1
"asterisk",0,0,0,0,0,0,0,0
"asteroids",0,0,0,0,0,0,0,0
"astigmatism",0,0,0,0,0,0,0,0
"astonishingly",0,0,0,0,0,0,1,0
"astonishment",0,0,0,0,1,0,1,0
"astral",0,0,0,0,0,0,0,0
"astray",0,0,0,1,0,0,0,0
"astringent",0,0,0,0,0,0,0,0
"astrologer",0,1,0,0,0,0,0,0
"astrology",0,0,0,0,0,0,0,0
"astronaut",0,0,0,0,0,0,0,0
"astronomer",0,1,0,0,0,0,0,0
"astronomy",0,0,0,0,0,0,0,0
"astute",0,0,0,0,0,0,0,0
"asunder",0,0,0,0,0,0,0,0
"asylum",0,0,0,1,0,0,0,0
"asymmetric",0,0,0,0,0,0,0,0
"asymmetry",0,0,1,0,0,0,0,0
"asymptotic",0,0,0,0,0,0,0,0
"atelier",0,0,0,0,0,0,0,0
"atheism",0,0,0,0,0,0,0,0
"atheist",0,0,0,0,0,0,0,0
"atheistic",0,0,0,0,0,0,0,0
"atherosclerosis",0,0,0,1,0,1,0,0
"athlete",0,0,0,0,0,0,0,0
"athletic",0,0,0,0,0,0,0,0
"athleticism",0,0,0,0,0,0,0,0
"athletics",0,0,0,0,0,0,0,0
"atlas",0,0,0,0,0,0,0,0
"atmosphere",0,0,0,0,0,0,0,0
"atmospheric",0,0,0,0,0,0,0,0
"atoll",0,0,0,0,0,0,0,0
"atom",0,0,0,0,0,0,0,0
"atomic",0,0,0,0,0,0,0,0
"atone",0,1,0,0,1,0,0,1
"atonement",0,0,0,0,0,0,0,0
"atrium",0,0,0,0,0,0,0,0
"atrocious",1,0,1,0,0,0,0,0
"atrocity",1,0,1,1,0,1,0,0
"atrophy",0,0,1,1,0,1,0,0
"attach",0,0,0,0,0,0,0,0
"attachment",0,0,0,0,0,0,0,0
"attack",1,0,0,1,0,0,0,0
"attacking",1,0,1,1,0,1,1,0
"attain",0,0,0,0,0,0,0,0
"attainable",0,1,0,0,0,0,0,0
"attainment",0,0,0,0,0,0,0,0
"attempt",0,1,0,0,0,0,0,0
"attendance",0,1,0,0,0,0,0,0
"attendant",0,0,0,0,0,0,0,1
"attention",0,0,0,0,0,0,0,0
"attentive",0,0,0,0,0,0,0,1
"attenuate",0,0,0,0,0,0,0,0
"attenuated",0,0,0,0,0,0,0,0
"attenuation",0,0,0,0,0,1,0,0
"attest",0,0,0,0,0,0,0,1
"attestation",0,0,0,0,0,0,0,1
"attic",0,0,0,0,0,0,0,0
"attire",0,0,0,0,0,0,0,0
"attitude",0,0,0,0,0,0,0,0
"attorney",1,0,0,1,0,0,0,1
"attraction",0,0,0,0,0,0,0,0
"attractiveness",0,0,0,0,0,0,0,0
"attributable",0,0,0,0,0,0,0,0
"attribute",0,0,0,0,0,0,0,0
"attribution",0,0,0,0,0,0,0,0
"attrition",0,0,0,0,0,0,0,0
"auburn",0,0,0,0,0,0,0,0
"auction",0,1,0,0,0,0,0,0
"auctioneer",0,0,0,0,0,0,0,0
"audacious",0,0,0,0,0,0,0,0
"audacity",0,0,0,0,0,0,0,0
"audible",0,0,0,0,0,0,0,0
"audience",0,1,0,0,0,0,0,0
"audit",0,0,0,0,0,0,0,0
"audition",0,0,0,0,0,0,0,0
"auditor",0,0,0,1,0,0,0,1
"auditorium",0,0,0,0,0,0,0,0
"auditory",0,0,0,0,0,0,0,0
"aught",0,0,0,0,0,0,0,0
"augment",0,0,0,0,0,0,0,0
"augmentation",0,0,0,0,0,0,0,0
"august",0,0,0,0,0,0,0,0
"aunt",0,0,0,0,0,0,0,1
"aura",0,0,0,0,0,0,0,0
"aurora",0,0,0,0,0,0,0,0
"auspices",0,0,0,0,0,0,0,0
"auspicious",0,1,0,0,1,0,0,0
"austere",0,0,0,1,0,1,0,0
"austerity",0,0,0,0,0,0,0,0
"authentic",0,0,0,0,1,0,0,1
"authenticate",0,0,0,0,0,0,0,1
"authentication",0,0,0,0,0,0,0,1
"authenticity",0,0,0,0,0,0,0,1
"author",0,0,0,0,0,0,0,1
"authoritative",0,0,0,0,0,0,0,1
"authority",0,0,0,0,0,0,0,1
"authorization",0,0,0,0,0,0,0,1
"authorize",0,0,0,0,0,0,0,1
"authorized",0,0,0,0,0,0,0,0
"authorship",0,0,0,0,0,0,0,0
"auto",0,0,0,0,0,0,0,0
"autobiography",0,0,0,0,0,0,0,0
"autocratic",0,0,0,0,0,0,0,0
"autograph",0,0,0,0,0,0,0,0
"automatic",0,0,0,0,0,0,0,1
"automobile",0,0,0,0,0,0,0,0
"autonomy",0,0,0,0,0,0,0,0
"autopsy",0,0,1,1,0,1,0,0
"autumn",0,0,0,0,0,0,0,0
"auxiliary",0,0,0,0,0,0,0,0
"avail",0,0,0,0,0,0,0,0
"avalanche",0,0,0,1,0,1,1,0
"avarice",1,0,1,0,0,0,0,0
"avatar",0,0,0,0,0,0,0,0
"avenger",1,0,0,0,0,0,0,0
"avenue",0,0,0,0,0,0,0,0
"aver",0,0,0,0,0,0,0,0
"average",0,0,0,0,0,0,0,0
"averse",1,0,1,1,0,0,0,0
"aversion",1,0,1,1,0,0,0,0
"avert",0,0,0,0,0,0,0,0
"aviary",0,0,0,0,0,0,0,0
"aviation",0,0,0,0,0,0,0,0
"aviator",0,0,0,0,0,0,0,0
"avid",0,0,0,0,0,0,0,0
"avocado",0,0,0,0,0,0,0,0
"avoid",0,0,0,1,0,0,0,0
"avoidance",0,0,0,1,0,0,0,0
"avoiding",0,0,0,1,0,0,0,0
"await",0,1,0,0,0,0,0,0
"awake",0,0,0,0,0,0,0,0
"awaken",0,0,0,0,0,0,0,0
"award",0,1,0,0,1,0,1,1
"awe",0,0,0,0,0,0,0,0
"awful",1,0,1,1,0,1,0,0
"awkwardness",0,0,1,0,0,0,0,0
"awning",0,0,0,0,0,0,0,0
"awry",0,0,0,0,0,0,0,0
"axial",0,0,0,0,0,0,0,0
"axiom",0,0,0,0,0,0,0,1
"axiomatic",0,0,0,0,0,0,0,1
"axis",0,0,0,0,0,0,0,0
"axle",0,0,0,0,0,0,0,0
"ay",0,0,0,0,0,0,0,0
"aye",0,0,0,0,0,0,0,0
"azimuth",0,0,0,0,0,0,0,0
"azure",0,0,0,0,0,0,0,0
"babble",0,0,0,0,0,0,0,0
"babbling",0,0,0,0,0,0,0,0
"baboon",0,0,1,0,0,0,0,0
"baby",0,0,0,0,1,0,0,0
"babysitter",0,0,0,0,0,0,0,1
"baccalaureate",0,0,0,0,0,0,0,0
"baccarat",0,0,0,0,0,0,0,0
"bachelor",0,0,0,0,0,0,0,0
"back",0,0,0,0,0,0,0,0
"backbone",1,0,0,0,0,0,0,1
"backer",0,0,0,0,0,0,0,1
"backfire",0,0,0,0,0,0,0,0
"backgammon",0,0,0,0,0,0,0,0
"background",0,0,0,0,0,0,0,0
"backhoe",0,0,0,0,0,0,0,0
"backpacker",0,0,0,0,0,0,0,0
"backtrack",0,0,0,0,0,0,0,0
"backward",0,0,0,0,0,0,0,0
"backwards",0,0,1,0,0,0,0,0
"backwater",0,0,0,0,0,1,0,0
"bacteria",0,0,1,1,0,1,0,0
"bacterium",0,0,1,1,0,0,0,0
"bad",1,0,1,1,0,1,0,0
"badge",0,0,0,0,0,0,0,1
"badger",1,0,0,0,0,0,0,0
"badly",0,0,0,0,0,1,0,0
"badness",1,0,1,1,0,0,0,0
"baffle",0,0,0,0,0,0,0,0
"bag",0,0,0,0,0,0,0,0
"baggage",0,0,0,0,0,0,0,0
"baggy",0,0,0,0,0,0,0,0
"bagpipes",0,0,0,0,0,0,0,0
"bail",0,0,0,0,0,0,0,0
"bailiff",0,0,0,1,0,0,0,1
"bait",0,0,0,1,0,0,0,1
"bake",0,0,0,0,0,0,0,0
"bakery",0,0,0,0,0,0,0,0
"baking",0,0,0,0,0,0,0,0
"bal",0,0,0,0,0,0,0,0
"balance",0,0,0,0,0,0,0,0
"balanced",0,0,0,0,0,0,0,0
"balcony",0,0,0,0,0,0,0,0
"bald",0,0,0,0,0,0,0,0
"bale",0,0,0,1,0,0,0,0
"balk",0,0,0,0,0,0,0,0
"ball",0,0,0,0,0,0,0,0
"ballad",0,0,0,0,0,0,0,0
"ballast",0,0,0,0,0,0,0,0
"ballet",0,0,0,0,0,0,0,0
"balloon",0,0,0,0,0,0,0,0
"ballot",0,1,0,0,0,0,0,1
"ballroom",0,0,0,0,0,0,0,0
"balm",0,1,0,0,1,0,0,0
"balmy",0,0,0,0,0,0,0,0
"balsam",0,0,0,0,0,0,0,0
"balsamic",0,0,0,0,0,0,0,0
"ban",0,0,0,0,0,0,0,0
"banana",0,0,0,0,0,0,0,0
"band",0,0,0,0,0,0,0,0
"bandage",0,0,0,0,0,0,0,0
"bandit",0,0,0,0,0,0,0,0
"bandwagon",0,0,0,0,0,0,0,0
"bane",1,0,1,1,0,0,0,0
"bang",1,0,1,1,0,1,1,0
"banger",1,1,0,1,0,0,1,0
"banish",1,0,1,1,0,1,0,0
"banished",1,0,0,1,0,1,0,0
"banishment",1,0,1,0,0,1,0,0
"banjo",0,0,0,0,0,0,0,0
"bank",0,0,0,0,0,0,0,1
"banker",0,0,0,0,0,0,0,1
"bankrupt",0,0,0,1,0,1,0,0
"bankruptcy",1,0,1,1,0,1,0,0
"banner",0,0,0,0,0,0,0,0
"banquet",0,1,0,0,1,0,0,0
"banshee",1,0,1,1,0,1,0,0
"banter",0,0,0,0,0,0,0,0
"baptism",0,0,0,0,0,0,0,0
"baptismal",0,0,0,0,1,0,0,0
"bar",0,0,0,0,0,0,0,0
"barb",1,0,0,0,0,0,0,0
"barbarian",0,0,0,1,0,0,0,0
"barbaric",1,0,1,1,0,0,0,0
"barbarism",0,0,0,0,0,0,0,0
"barbecue",0,0,0,0,0,0,0,0
"barbed",0,0,0,0,0,0,0,0
"bard",0,0,0,0,0,0,0,0
"bareback",0,0,0,0,0,0,0,0
"barefoot",0,0,0,0,0,0,0,0
"barely",0,0,0,0,0,0,0,0
"barf",0,0,1,0,0,0,0,0
"bargain",0,0,0,0,0,0,0,1
"barge",0,0,0,0,0,0,0,0
"baritone",0,0,0,0,0,0,0,0
"bark",1,0,0,0,0,0,0,0
"barn",0,0,0,0,0,0,0,0
"barney",0,0,0,0,0,0,0,0
"barometer",0,0,0,0,0,0,0,0
"baron",0,0,0,0,0,0,0,0
"baroque",0,0,0,0,0,0,0,0
"barrack",0,0,0,0,0,0,0,0
"barred",0,0,0,0,0,0,0,0
"barrel",0,0,0,0,0,0,0,0
"barren",0,0,0,0,0,1,0,0
"barricade",0,0,0,1,0,0,0,0
"barrier",1,0,0,0,0,0,0,0
"barring",0,0,0,0,0,0,0,0
"barrister",0,0,0,0,0,0,0,0
"barrow",0,0,1,0,0,0,0,0
"bartender",0,0,0,0,0,0,0,1
"barter",0,0,0,0,0,0,0,1
"base",0,0,0,0,0,0,0,1
"baseball",0,0,0,0,0,0,0,0
"baseboard",0,0,0,0,0,0,0,0
"baseless",0,0,0,0,0,0,0,0
"basement",0,0,0,0,0,0,0,0
"basilica",0,0,0,0,0,0,0,0
"basin",0,0,0,0,0,0,0,0
"basis",0,0,0,0,0,0,0,0
"bask",0,0,0,0,0,0,0,0
"basket",0,0,0,0,0,0,0,0
"basketball",0,1,0,0,1,0,0,0
"bass",0,0,0,0,0,0,0,0
"basso",0,0,0,0,0,0,0,0
"bassoon",0,0,0,0,0,0,0,0
"bastard",0,0,1,0,0,1,0,0
"bastion",1,0,0,0,0,0,0,0
"bat",0,0,0,0,0,0,0,0
"batch",0,0,0,0,0,0,0,0
"batching",0,0,0,0,0,0,0,0
"bate",0,0,0,0,0,0,0,0
"bath",0,0,0,0,0,0,0,0
"bathe",0,0,0,0,0,0,0,0
"bathroom",0,0,0,0,0,0,0,0
"bathymetry",0,0,0,0,0,0,0,0
"baton",0,0,0,0,0,0,0,0
"battalion",1,0,0,0,0,0,0,0
"batter",1,0,0,1,0,0,0,0
"battered",0,0,0,1,0,1,0,0
"battery",1,0,0,0,0,0,0,0
"battle",1,0,0,0,0,0,0,0
"battled",1,0,0,1,0,1,0,0
"battlefield",0,0,0,1,0,0,0,0
"bawdy",0,0,0,0,0,0,0,0
"bay",0,0,0,0,0,0,0,0
"bayonet",1,0,0,1,0,0,0,0
"bayou",0,0,0,0,0,0,0,0
"bazaar",0,0,0,0,0,0,0,0
"beach",0,0,0,0,1,0,0,0
"beacon",0,0,0,0,0,0,0,0
"bead",0,0,0,0,0,0,0,0
"beading",0,0,0,0,0,0,0,0
"beads",0,0,0,0,0,0,0,0
"beagle",0,0,0,0,0,0,0,0
"beak",0,0,0,0,0,0,0,0
"beaker",0,0,0,0,0,0,0,0
"beam",0,0,0,0,1,0,0,0
"beaming",0,1,0,0,1,0,0,0
"bear",1,0,0,1,0,0,0,0
"beard",0,0,0,0,0,0,0,0
"bearded",0,0,0,0,0,0,0,0
"bearer",0,0,0,0,0,0,0,0
"bearing",0,0,0,0,0,0,0,0
"bearings",0,0,0,0,0,0,0,0
"bearish",1,0,0,1,0,0,0,0
"beast",1,0,0,1,0,0,0,0
"beastly",0,0,1,1,0,0,0,0
"beat",0,0,0,0,0,0,0,0
"beating",1,0,0,1,0,1,0,0
"beau",0,0,0,0,0,0,0,0
"beautification",0,0,0,0,1,0,0,1
"beautiful",0,0,0,0,1,0,0,0
"beautify",0,0,0,0,1,0,0,0
"beauty",0,0,0,0,1,0,0,0
"beck",0,0,0,0,0,0,0,0
"beckon",0,0,0,0,0,0,0,0
"bed",0,0,0,0,0,0,0,0
"bedding",0,0,0,0,0,0,0,0
"bedrock",0,0,0,0,0,0,0,1
"bedroom",0,0,0,0,0,0,0,0
"bedtime",0,0,0,0,0,0,0,0
"bee",1,0,0,1,0,0,0,0
"beef",0,0,0,0,0,0,0,0
"beehive",0,0,0,0,0,0,0,0
"beer",0,0,0,0,1,0,0,0
"beeswax",0,0,0,0,0,0,0,0
"beetle",0,0,0,0,0,0,0,0
"befall",0,0,0,0,0,0,0,0
"befitting",0,0,0,0,0,0,0,0
"befriend",0,0,0,0,1,0,0,1
"beg",0,0,0,0,0,1,0,0
"beggar",0,0,0,0,0,1,0,0
"begging",0,0,0,0,0,0,0,0
"begin",0,0,0,0,0,0,0,0
"beginner",0,0,0,0,0,0,0,0
"beginning",0,0,0,0,0,0,0,0
"begun",0,1,0,0,0,0,0,0
"behavior",0,0,0,0,0,0,0,0
"behemoth",0,0,0,1,0,0,0,0
"behest",0,0,0,0,0,0,0,0
"behold",0,0,0,0,0,0,0,0
"beholden",0,0,0,0,0,0,0,0
"beholder",0,0,0,0,0,0,0,0
"belated",0,0,0,0,0,0,0,0
"belay",0,0,0,0,0,0,0,0
"belief",0,0,0,0,0,0,0,0
"believed",0,0,0,0,0,0,0,1
"believer",0,0,0,0,0,0,0,1
"believing",0,0,0,0,0,0,0,1
"belittle",1,0,1,1,0,1,0,0
"bell",0,0,0,0,0,0,0,0
"belligerent",1,0,0,1,0,0,0,0
"bellow",0,0,0,0,0,0,0,0
"bellows",1,0,0,0,0,0,0,0
"belly",0,0,0,0,0,0,0,0
"belongings",0,0,0,0,0,0,0,0
"belt",1,0,0,1,0,0,0,0
"bemused",0,0,0,0,0,0,0,0
"bench",0,0,0,0,0,0,0,0
"bend",0,0,0,0,0,0,0,0
"bender",0,0,0,0,0,0,0,0
"bending",0,0,0,0,0,0,0,0
"beneath",0,0,0,0,0,0,0,0
"benefactor",0,0,0,0,0,0,0,1
"beneficial",0,0,0,0,0,0,0,0
"beneficiary",0,0,0,0,0,0,0,0
"benefit",0,0,0,0,0,0,0,0
"benevolence",0,0,0,0,1,0,0,1
"benign",0,0,0,0,1,0,0,0
"bent",0,0,0,0,0,0,0,0
"benzene",0,0,0,0,0,0,0,0
"bequeath",0,0,0,0,0,0,0,0
"bequest",0,0,0,0,0,0,0,1
"bereaved",0,0,0,0,0,1,0,0
"bereavement",0,0,0,0,0,1,0,0
"bereft",0,0,0,0,0,0,0,0
"bergamot",0,0,0,0,0,0,0,0
"berlin",0,0,0,0,0,0,0,0
"berserk",1,0,0,0,0,0,0,0
"berth",0,0,0,0,0,0,0,0
"beseech",0,0,0,0,0,0,0,0
"beset",0,0,0,0,0,0,0,0
"bestial",0,0,1,1,0,0,0,0
"bestow",0,0,0,0,0,0,0,0
"bet",0,0,0,0,0,0,0,0
"betray",1,0,1,0,0,1,1,0
"betrayal",1,0,1,0,0,1,0,0
"betrothed",0,1,0,0,1,0,0,1
"betterment",0,0,0,0,0,0,0,0
"betting",0,0,0,0,0,0,0,0
"betty",0,0,0,0,0,0,0,0
"bevel",0,0,0,0,0,0,0,0
"beverage",0,0,0,0,0,0,0,0
"bevy",0,0,0,0,0,0,0,0
"beware",0,1,0,1,0,0,0,0
"bewildered",0,0,0,1,0,0,1,0
"bewilderment",0,0,0,1,0,0,1,0
"bias",1,0,0,0,0,0,0,0
"biased",0,0,0,0,0,0,0,0
"bib",0,0,0,0,0,0,0,0
"biblical",0,0,0,0,0,0,0,0
"bibliography",0,0,0,0,0,0,0,0
"bickering",1,0,1,0,0,0,0,0
"bicolor",0,0,0,0,0,0,0,0
"bicycle",0,0,0,0,0,0,0,0
"bid",0,0,0,0,0,0,0,0
"bidder",0,0,0,0,0,0,0,0
"bidding",0,0,0,0,0,0,0,0
"biennial",0,1,0,0,0,0,0,0
"bier",0,0,0,1,0,1,0,0
"bifurcation",0,0,0,0,0,0,0,0
"big",0,0,0,0,0,0,0,0
"bigot",1,0,1,1,0,0,0,0
"bigoted",1,0,1,1,0,1,0,0
"bike",0,0,0,0,0,0,0,0
"bilateral",0,0,0,0,0,0,0,0
"bilayer",0,0,0,0,0,0,0,0
"bile",1,0,1,0,0,0,0,0
"bilge",0,0,0,0,0,0,0,0
"bilingual",0,0,0,0,0,0,0,0
"bill",0,0,0,0,0,0,0,0
"billet",0,0,0,0,0,0,0,0
"billiards",0,0,0,0,0,0,0,0
"billion",0,0,0,0,0,0,0,0
"billy",0,0,0,0,0,0,0,0
"bimonthly",0,0,0,0,0,0,0,0
"bin",0,0,0,0,0,0,0,0
"binary",0,0,0,0,0,0,0,0
"bind",0,0,0,0,0,0,0,0
"bindery",0,0,0,0,0,0,0,0
"binding",0,0,0,0,0,0,0,0
"bing",0,0,0,0,0,0,0,0
"binocular",0,0,0,0,0,0,0,0
"binoculars",0,0,0,0,0,0,0,0
"binomial",0,0,0,0,0,0,0,0
"biogenesis",0,0,0,0,0,0,0,0
"biographer",0,0,0,0,0,0,0,0
"biography",0,0,0,0,0,0,0,0
"biology",0,0,0,0,0,0,0,0
"biopsy",0,0,0,1,0,0,0,0
"biosphere",0,0,0,0,0,0,0,0
"bipartite",0,0,0,0,0,0,0,0
"birch",1,0,1,1,0,0,0,0
"bird",0,0,0,0,0,0,0,0
"birth",0,1,0,1,1,0,0,1
"birthday",0,1,0,0,1,0,1,0
"birthplace",1,0,0,0,0,0,0,0
"birthright",0,0,0,0,0,0,0,0
"bis",0,0,0,0,0,0,0,0
"bisexual",0,0,0,0,0,0,0,0
"bishop",0,0,0,0,0,0,0,0
"bison",0,0,0,0,0,0,0,0
"bit",0,0,0,0,0,0,0,0
"bitch",1,0,1,1,0,1,0,0
"bite",0,0,0,0,0,0,0,0
"bitterly",1,0,1,0,0,1,0,0
"bitterness",1,0,1,0,0,1,0,0
"bitumen",0,0,0,0,0,0,0,0
"biweekly",0,0,0,0,0,0,0,0
"bizarre",0,0,0,0,0,0,1,0
"black",0,0,0,0,0,1,0,0
"blackberry",0,0,0,0,0,0,0,0
"blackboard",0,0,0,0,0,0,0,0
"blackjack",0,0,0,0,0,0,0,0
"blackmail",1,0,0,1,0,0,0,0
"blackness",0,0,0,1,0,1,0,0
"blacksmith",0,0,0,0,0,0,0,0
"bladder",0,0,0,0,0,0,0,0
"blade",0,0,0,0,0,0,0,0
"blame",1,0,1,0,0,0,0,0
"blameless",0,0,0,0,0,0,0,0
"bland",0,0,0,0,0,0,0,0
"blank",0,0,0,0,0,0,0,0
"blanket",0,0,0,0,0,0,0,1
"blasphemous",1,0,1,0,0,0,0,0
"blasphemy",1,0,0,0,0,0,0,0
"blast",1,0,0,1,0,0,1,0
"blatant",1,0,1,0,0,0,0,0
"blather",0,0,0,0,0,0,0,0
"blaze",1,0,0,0,0,0,0,0
"blazing",0,0,0,0,0,0,0,0
"bleach",0,0,0,0,0,0,0,0
"bleak",0,0,0,0,0,1,0,0
"bleeding",0,0,1,1,0,1,0,0
"blemish",1,0,1,1,0,1,0,0
"blend",0,0,0,0,0,0,0,0
"blending",0,0,0,0,0,0,0,0
"bless",0,1,0,0,1,0,0,1
"blessed",0,0,0,0,1,0,0,0
"blessing",0,1,0,0,1,0,0,1
"blessings",0,1,0,0,1,0,1,1
"blight",0,0,1,1,0,1,0,0
"blighted",0,0,1,0,0,1,0,0
"blind",0,0,0,0,0,0,0,0
"blinded",0,0,0,0,0,0,0,0
"blindfold",0,1,0,1,0,0,1,0
"blindfolded",0,0,0,0,0,0,0,0
"blindly",0,0,0,0,0,1,0,0
"blindness",0,0,0,0,0,1,0,0
